,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
713,513,Xavier Sneed,SF,24,MEM,2,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.000,0.0,0.0,-19.9,-5.5,13.4,0.0,.000,-14.5,12.8,0.0,-7.1,0.0,0.0,13.1,.000,10.2,0.0,0.0,-0.143
714,513,Xavier Sneed,SF,24,UTA,7,0,4.4,0.3,1.1,.250,0.1,0.9,.167,0.1,0.3,.500,.313,0.0,0.0,,0.1,0.4,0.6,0.1,0.0,0.0,0.0,0.0,0.7,.750,4.1,0.0,-8.2,-3.3,10.3,0.0,.000,-4.9,3.7,0.0,2.4,0.0,0.0,7.1,.313,11.2,0.0,0.0,-0.033
715,514,Tony Snell,SG,30,TOT,53,12,15.5,1.3,3.2,.404,0.8,2.4,.352,0.5,0.8,.558,.535,0.1,0.1,1.000,0.3,1.6,1.9,0.5,0.3,0.2,0.4,1.3,3.5,.749,4.7,1.1,-4.2,-0.8,12.0,0.2,.023,-3.4,2.1,0.2,6.3,1.0,9.9,6.9,.541,10.1,-0.5,0.4,.023
716,514,Tony Snell,SG,30,POR,38,10,14.4,0.9,2.6,.371,0.6,2.0,.320,0.3,0.6,.545,.495,0.1,0.1,1.000,0.3,1.6,1.9,0.5,0.2,0.2,0.3,1.2,2.6,.773,5.0,1.3,-5.0,-1.0,12.7,0.1,.031,-4.1,2.1,0.0,5.2,0.7,10.1,7.2,.503,8.7,-0.4,0.1,.005
717,514,Tony Snell,SG,30,NOP,15,2,18.5,2.2,4.9,.446,1.4,3.5,.396,0.8,1.4,.571,.588,0.1,0.1,1.000,0.3,1.7,2.1,0.5,0.5,0.1,0.5,1.7,5.9,.716,4.0,0.7,-2.6,-0.6,10.6,0.2,.014,-2.0,2.0,0.2,8.6,1.4,9.7,6.2,.591,12.8,0.0,0.3,.058
718,515,Jaden Springer,SG,19,PHI,2,0,3.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0,.000,0.0,30.0,17.1,8.8,18.3,0.0,.000,8.3,18.9,0.0,26.4,0.0,50.0,18.6,1.000,15.0,0.0,0.0,.138
719,516,Cassius Stanley,SG,22,DET,9,1,17.2,2.1,5.1,.413,0.4,1.9,.235,1.7,3.2,.517,.457,1.1,1.1,1.000,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8,.370,3.9,1.2,-5.8,-1.0,10.3,0.1,.217,-4.9,3.3,0.0,8.0,1.6,10.6,6.6,.516,15.6,-0.2,0.1,.021
720,517,Nik Stauskas,SG,28,TOT,8,0,4.9,0.6,1.8,.357,0.5,1.3,.400,0.1,0.5,.250,.500,0.5,0.8,.667,0.1,0.3,0.4,0.3,0.0,0.0,0.1,0.1,2.3,.714,7.3,0.0,-3.6,-2.7,5.7,0.0,.429,-0.9,3.0,0.0,10.5,0.0,5.7,4.4,.541,20.0,0.0,0.1,.078
721,517,Nik Stauskas,SG,28,MIA,2,0,12.0,1.5,4.0,.375,1.0,2.0,.500,0.5,2.0,.250,.500,1.5,2.0,.750,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,5.5,.500,6.0,0.0,-1.3,-1.3,9.3,0.0,.500,0.0,4.8,0.1,13.1,0.0,0.0,7.1,.564,18.1,0.0,0.1,.142
722,517,Nik Stauskas,SG,28,BOS,6,0,2.5,0.3,1.0,.333,0.3,1.0,.333,0.0,0.0,,.500,0.2,0.3,.500,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,1.2,1.000,9.4,0.0,-7.3,-4.8,0.0,0.0,.333,-2.4,0.0,0.0,6.2,0.0,12.7,0.0,.509,23.1,0.0,0.0,-0.025
723,518,Lance Stephenson,SG-SF,31,TOT,46,1,17.7,3.2,7.0,.455,0.6,2.0,.300,2.6,5.1,.515,.497,1.4,1.7,.788,0.3,2.5,2.8,3.6,0.5,0.1,1.6,2.1,8.3,.279,30.2,0.4,-3.1,-1.6,16.0,0.4,.248,-1.6,1.6,0.4,13.6,1.4,16.7,8.7,.536,22.6,-0.2,0.8,.048
724,518,Lance Stephenson,SF,31,ATL,6,0,11.7,0.8,2.2,.385,0.0,0.5,.000,0.8,1.7,.500,.385,0.2,0.3,.500,0.2,2.3,2.5,1.8,0.0,0.0,0.7,1.3,1.8,.231,19.9,0.0,-7.2,-0.6,21.8,0.0,.154,-6.5,1.6,-0.1,4.5,0.0,22.4,11.7,.396,11.2,-0.1,0.0,-0.023
725,518,Lance Stephenson,SG,31,IND,40,1,18.6,3.6,7.8,.458,0.7,2.2,.310,2.9,5.6,.516,.502,1.6,2.0,.795,0.3,2.5,2.8,3.9,0.6,0.1,1.7,2.2,9.3,.281,31.2,0.5,-2.7,-1.6,15.4,0.3,.252,-1.1,1.6,0.5,14.5,1.6,16.5,8.4,.542,23.7,-0.1,0.8,.055
726,519,Lamar Stevens,PF,24,CLE,63,13,16.1,2.5,5.1,.489,0.3,1.0,.277,2.2,4.0,.543,.517,0.8,1.2,.707,0.7,1.9,2.6,0.7,0.5,0.3,0.7,1.7,6.1,.204,6.5,1.6,-2.9,0.3,12.5,1.2,.235,-3.2,5.2,0.4,11.3,1.5,10.4,8.9,.544,17.1,-0.2,1.6,.078
727,520,Isaiah Stewart,C,20,DET,71,71,25.6,3.5,6.9,.510,0.2,0.6,.326,3.3,6.3,.529,.526,1.0,1.5,.718,3.2,5.5,8.7,1.2,0.3,1.1,1.2,3.0,8.3,.094,6.9,3.9,-3.3,-0.8,24.5,1.8,.210,-2.5,12.8,1.6,14.0,0.6,13.7,18.4,.550,14.6,-0.6,3.4,.091
728,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
729,521,Max Strus,SF,25,MIA,68,16,23.3,3.7,8.3,.441,2.7,6.5,.410,1.0,1.8,.557,.602,0.6,0.8,.792,0.4,2.6,3.0,1.4,0.4,0.2,0.8,1.7,10.6,.784,8.8,1.1,0.9,-0.4,12.5,1.7,.094,1.4,1.7,2.0,12.7,0.9,8.8,7.2,.614,18.1,1.2,3.6,.110
730,522,Jalen Suggs,PG,20,ORL,48,45,27.2,4.1,11.4,.361,0.9,4.1,.214,3.3,7.3,.443,.400,2.6,3.4,.773,0.5,3.0,3.6,4.4,1.2,0.4,3.0,3.0,11.8,.358,24.9,1.3,-5.6,-0.2,11.7,1.3,.297,-5.3,2.1,-3.0,8.6,2.2,18.7,6.9,.455,25.3,-1.2,-1.6,-0.060
731,523,Craig Sword,SG,28,WAS,3,0,6.3,1.0,1.3,.750,0.0,0.3,.000,1.0,1.0,1.000,.750,0.0,0.0,,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0,.250,7.7,0.0,1.4,10.0,0.0,0.0,.000,-8.6,0.0,0.0,14.2,10.4,20.0,0.0,.750,11.7,0.0,0.1,.158
732,524,Keifer Sykes,PG,28,IND,32,11,17.7,2.2,5.9,.363,0.8,2.8,.300,1.3,3.1,.420,.434,0.5,0.5,.882,0.3,1.2,1.4,1.9,0.4,0.1,1.0,1.6,5.6,.474,14.9,0.6,-6.9,-2.5,7.4,0.1,.089,-4.4,1.5,-0.5,5.9,1.0,14.3,4.4,.456,17.4,-0.7,-0.5,-0.040
733,525,Jae'Sean Tate,SF,26,HOU,78,77,26.4,4.7,9.3,.498,0.8,2.6,.312,3.8,6.8,.569,.541,1.7,2.4,.707,1.7,3.7,5.4,2.8,0.9,0.5,1.8,3.7,11.8,.277,16.9,1.8,-1.8,-0.5,15.3,1.1,.252,-1.3,7.2,1.9,14.3,1.7,14.6,11.2,.567,19.6,0.1,3.0,.071
734,526,Jayson Tatum,SF,23,BOS,76,76,35.9,9.3,20.6,.453,3.0,8.6,.353,6.3,12.0,.524,.526,5.3,6.2,.853,1.1,6.9,8.0,4.4,1.0,0.6,2.9,2.3,26.9,.416,21.1,1.6,4.9,0.6,20.2,4.6,.300,4.3,3.5,5.0,21.8,1.4,10.9,12.1,.578,32.1,4.8,9.6,.169
735,527,Terry Taylor,SG,22,IND,33,7,21.6,4.1,6.7,.614,0.4,1.2,.316,3.7,5.5,.676,.641,1.1,1.5,.706,2.9,2.3,5.2,1.2,0.4,0.2,0.7,1.8,9.6,.173,8.6,1.0,-0.6,-2.7,12.2,0.2,.232,2.2,14.6,2.2,19.0,1.0,8.7,13.4,.656,15.9,0.3,2.4,.160
736,528,Garrett Temple,SG,35,NOP,59,16,18.6,1.9,5.0,.376,1.0,3.1,.319,0.9,1.9,.473,.476,0.5,0.7,.683,0.5,1.9,2.4,1.3,0.7,0.4,0.7,1.4,5.2,.627,9.2,2.0,-2.5,0.3,11.8,1.0,.139,-2.8,2.9,-0.1,8.6,1.9,11.8,7.2,.494,13.9,-0.1,0.8,.037
737,529,Emanuel Terry,PF,25,PHO,3,0,6.0,0.0,1.7,.000,0.0,0.0,,0.0,1.7,.000,.000,0.0,0.0,,2.7,2.3,5.0,0.7,0.3,0.0,1.7,1.3,0.0,.000,12.2,0.0,-18.3,-5.3,40.6,0.0,.000,-13.0,48.9,-0.1,-0.1,2.7,50.0,44.7,.000,23.9,-0.1,-0.1,-0.256
738,530,Tyrell Terry,PG,21,MEM,2,0,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,.000,0.0,0.0,-0.9,2.5,0.0,0.0,.000,-3.4,0.0,0.0,20.0,0.0,0.0,0.0,1.000,13.7,0.0,0.0,.222
739,531,Jon Teske,C,24,MEM,3,0,2.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.7,.000,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0,.000,13.8,0.0,-4.8,3.7,26.8,0.0,2.000,-8.5,0.0,0.0,1.5,6.0,0.0,13.1,.000,9.6,0.0,0.0,-0.080
740,532,Daniel Theis,C,29,TOT,47,27,20.8,3.2,6.2,.519,0.7,2.3,.308,2.5,3.9,.641,.576,1.0,1.5,.681,1.3,3.6,4.9,0.9,0.4,0.7,1.0,2.4,8.2,.368,6.3,2.9,-2.1,-0.2,18.8,1.0,.247,-1.9,6.6,0.9,13.2,1.0,12.5,12.7,.595,16.2,0.0,1.9,.093
741,532,Daniel Theis,C,29,HOU,26,21,22.5,3.2,6.9,.469,0.9,3.0,.291,2.3,3.8,.610,.534,1.0,1.5,.675,1.2,3.8,5.0,0.8,0.4,0.7,1.2,2.4,8.4,.441,5.1,2.6,-3.4,-0.9,18.5,0.3,.223,-2.6,6.0,0.1,10.7,0.9,13.6,12.2,.554,16.5,-0.2,0.3,.028
742,532,Daniel Theis,C,29,BOS,21,6,18.7,3.2,5.3,.598,0.5,1.3,.357,2.7,4.0,.679,.643,1.0,1.5,.688,1.3,3.4,4.7,1.0,0.4,0.7,0.7,2.3,7.9,.250,8.0,3.3,-0.1,0.9,19.1,0.7,.286,-1.0,7.6,0.9,17.0,1.1,10.6,13.5,.658,15.8,0.2,1.6,.190
743,533,Brodric Thomas,SG,25,BOS,12,0,5.0,0.7,1.5,.444,0.2,0.8,.222,0.5,0.8,.667,.500,0.3,0.4,.600,0.2,0.7,0.8,0.9,0.1,0.1,0.5,0.6,1.8,.500,26.0,1.5,-2.8,0.8,14.1,0.1,.278,-3.6,3.7,0.0,10.0,0.8,22.9,9.0,.520,19.2,0.0,0.1,.052
744,534,Cam Thomas,SG,20,BRK,67,2,17.6,3.3,7.5,.433,0.7,2.6,.270,2.6,4.9,.520,.480,1.3,1.6,.829,0.2,2.2,2.4,1.2,0.5,0.1,0.8,1.0,8.5,.346,9.7,0.6,-3.4,-1.4,13.1,0.8,.209,-1.9,1.5,0.0,11.7,1.4,9.1,7.5,.519,22.1,-0.4,0.8,.033
745,535,Isaiah Thomas,PG,32,TOT,22,1,15.1,3.0,7.6,.401,1.3,3.8,.337,1.8,3.8,.464,.485,1.0,1.2,.846,0.2,1.1,1.3,1.5,0.3,0.2,0.7,1.5,8.4,.497,15.7,1.4,-4.5,-2.6,8.1,0.1,.156,-1.9,1.3,0.0,12.0,1.0,7.8,4.6,.516,24.8,-0.2,0.2,.026
746,535,Isaiah Thomas,PG,32,LAL,4,1,25.3,3.0,9.8,.308,1.3,5.5,.227,1.8,4.3,.412,.372,2.0,2.8,.727,0.3,1.8,2.0,1.5,0.0,0.5,1.3,3.0,9.3,.564,8.1,1.8,-8.5,-2.5,7.4,0.0,.282,-6.0,1.1,-0.2,3.2,0.0,10.2,4.3,.422,20.8,-0.2,-0.2,-0.084
747,535,Isaiah Thomas,PG,32,DAL,1,0,13.0,3.0,8.0,.375,0.0,3.0,.000,3.0,5.0,.600,.375,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,.375,52.6,0.0,-4.2,-3.7,0.0,0.0,.000,-0.6,0.0,0.0,12.6,0.0,0.0,0.0,.375,27.7,0.0,0.0,.006
748,535,Isaiah Thomas,PG,32,CHO,17,0,12.9,3.1,7.1,.433,1.4,3.4,.397,1.7,3.6,.468,.529,0.8,0.9,.933,0.2,1.1,1.2,1.4,0.4,0.2,0.6,1.3,8.3,.483,17.0,1.3,-2.7,-2.6,8.8,0.1,.125,-0.1,1.4,0.2,16.0,1.5,7.3,5.1,.557,26.5,0.0,0.4,.078
749,536,Matt Thomas,SG,27,CHI,40,0,11.5,1.4,3.4,.410,0.9,2.3,.385,0.5,1.1,.465,.541,0.4,0.5,.800,0.1,1.2,1.3,0.5,0.2,0.1,0.2,0.5,4.0,.679,5.8,0.6,-2.6,-1.4,11.5,0.2,.149,-1.2,0.7,0.3,9.9,0.9,5.3,6.1,.564,14.5,-0.1,0.6,.058
750,537,Klay Thompson,SG,31,GSW,32,32,29.4,7.7,17.9,.429,3.6,9.3,.385,4.1,8.7,.477,.529,1.4,1.6,.902,0.5,3.4,3.9,2.8,0.5,0.5,1.3,1.7,20.4,.517,16.1,1.7,1.1,-1.6,12.4,1.2,.089,2.6,1.8,0.6,16.7,0.8,6.7,7.3,.547,29.6,0.7,1.8,.091
751,538,Tristan Thompson,PF,30,TOT,57,6,15.7,2.5,4.7,.528,0.0,0.1,.333,2.5,4.6,.530,.530,1.1,2.0,.526,2.1,2.9,5.1,0.6,0.4,0.4,0.8,1.7,6.0,.011,5.5,2.0,-3.1,-1.5,20.8,0.8,.434,-1.6,14.7,0.9,14.9,1.2,12.4,17.7,.541,17.5,-0.3,1.6,.087
752,538,Tristan Thompson,PF,30,SAC,30,3,15.2,2.5,5.0,.503,0.0,0.0,1.000,2.5,5.0,.500,.507,1.1,2.0,.533,2.4,3.0,5.4,0.6,0.4,0.4,1.0,1.7,6.2,.007,5.9,2.3,-3.7,-1.7,21.5,0.4,.397,-2.0,17.1,0.3,15.1,1.2,14.1,19.3,.521,19.5,-0.2,0.6,.065
753,538,Tristan Thompson,PF,30,IND,4,0,16.5,3.3,6.0,.542,0.0,0.0,,3.3,6.0,.542,.542,0.8,2.0,.375,1.8,2.8,4.5,0.5,0.0,0.5,1.0,1.8,7.3,.000,4.6,2.6,-6.8,-3.5,18.9,0.0,.333,-3.2,11.6,0.0,12.5,0.0,12.7,15.2,.527,20.4,-0.1,0.0,.013
754,538,Tristan Thompson,PF,30,CHI,23,3,16.3,2.3,4.0,.565,0.0,0.1,.000,2.3,3.9,.578,.565,1.1,2.1,.542,1.8,3.0,4.7,0.6,0.5,0.3,0.5,1.7,5.7,.022,5.1,1.6,-1.7,-0.8,20.3,0.4,.522,-0.9,12.3,0.6,15.0,1.6,9.6,16.3,.575,14.7,0.0,1.0,.126
755,539,JT Thor,PF,19,CHO,33,0,7.9,0.7,1.7,.436,0.2,0.8,.259,0.5,0.8,.607,.500,0.4,0.6,.600,0.3,1.0,1.3,0.6,0.2,0.3,0.3,0.8,2.0,.491,9.2,4.0,-3.0,0.1,13.1,0.2,.364,-3.1,4.4,0.1,9.7,1.5,13.6,8.7,.525,12.0,-0.1,0.3,.058
756,540,Matisse Thybulle,SG,24,PHI,66,50,25.5,2.3,4.5,.500,0.7,2.2,.313,1.6,2.4,.673,.575,0.5,0.7,.791,0.6,1.7,2.3,1.1,1.7,1.1,0.6,2.4,5.7,.480,6.1,3.8,1.1,3.3,7.1,2.5,.143,-2.2,2.8,1.2,11.2,3.4,10.9,5.0,.594,9.5,1.3,3.7,.107
757,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
758,541,Killian Tillie,C,23,MEM,36,3,12.8,1.2,3.5,.339,0.8,2.4,.314,0.4,1.1,.390,.445,0.1,0.2,.625,0.6,1.1,1.7,0.6,0.6,0.4,0.4,1.6,3.3,.677,5.9,2.9,-2.7,1.1,9.1,0.6,.063,-3.8,4.7,-0.1,7.6,2.4,9.1,6.8,.452,12.8,-0.1,0.6,.058
759,542,Xavier Tillman Sr.,PF,23,MEM,53,2,13.2,1.8,4.1,.454,0.2,0.9,.204,1.7,3.2,.527,.477,0.9,1.3,.648,1.2,1.8,3.0,1.2,0.9,0.3,0.6,1.2,4.8,.227,11.6,1.9,0.7,1.8,14.5,1.2,.329,-1.1,9.6,0.6,15.1,3.3,12.1,12.0,.510,16.4,0.5,1.8,.121
760,543,Isaiah Todd,PF,20,WAS,12,0,6.2,0.6,2.2,.269,0.3,1.3,.250,0.3,0.8,.300,.346,0.2,0.5,.333,0.3,0.8,1.0,0.3,0.3,0.2,0.3,0.3,1.7,.615,7.3,2.3,-6.9,-1.2,13.3,0.1,.231,-5.7,4.6,-0.2,4.7,2.7,12.3,9.0,.349,19.6,-0.1,-0.2,-0.104
761,544,Obi Toppin,PF,23,NYK,72,10,17.1,3.5,6.6,.531,0.7,2.3,.308,2.8,4.2,.655,.586,1.3,1.7,.758,1.0,2.8,3.7,1.1,0.3,0.5,0.8,1.4,9.0,.357,10.9,2.6,2.0,0.3,17.7,1.5,.262,1.7,5.9,2.5,18.3,1.0,9.6,11.7,.614,20.8,1.2,3.9,.153
762,545,Juan Toscano-Anderson,SF,28,GSW,73,6,13.6,1.6,3.2,.489,0.4,1.2,.322,1.2,2.0,.588,.549,0.5,1.0,.571,0.4,2.0,2.4,1.7,0.7,0.2,0.9,1.6,4.1,.370,17.6,1.6,-0.8,2.4,15.8,1.8,.298,-3.2,3.2,0.3,11.0,2.4,20.4,9.7,.561,14.7,0.3,2.0,.098
763,546,Karl-Anthony Towns,C,26,MIN,74,74,33.5,8.7,16.4,.529,2.0,4.9,.410,6.6,11.5,.580,.591,5.2,6.3,.822,2.6,7.2,9.8,3.6,1.0,1.1,3.1,3.6,24.6,.301,18.0,3.2,5.0,0.5,23.6,3.2,.385,4.5,8.2,7.1,24.1,1.4,13.7,15.7,.640,27.8,4.4,10.3,.199
764,547,Gary Trent Jr.,SG,23,TOR,70,69,35.0,6.4,15.5,.414,3.0,7.8,.383,3.4,7.7,.445,.511,2.5,2.9,.853,0.4,2.4,2.7,2.0,1.7,0.3,1.0,2.1,18.3,.502,8.8,0.8,0.2,0.3,7.7,2.5,.188,-0.1,1.1,3.1,14.7,2.5,5.8,4.2,.546,21.8,1.3,5.6,.110
765,548,P.J. Tucker,PF,36,MIA,71,70,27.9,2.9,6.0,.484,1.1,2.7,.415,1.8,3.3,.540,.577,0.6,0.9,.738,1.4,4.0,5.5,2.1,0.8,0.2,0.9,2.3,7.6,.451,10.6,0.8,0.6,1.4,16.2,2.6,.143,-0.8,5.8,2.4,11.3,1.5,12.7,11.1,.593,11.7,1.3,5.0,.121
766,549,Rayjon Tucker,SG,24,TOT,5,0,14.2,1.2,1.8,.667,0.8,1.0,.800,0.4,0.8,.500,.889,1.0,1.4,.714,0.6,1.0,1.6,2.0,0.8,0.0,0.2,1.0,4.2,.556,18.1,0.0,3.5,1.2,7.5,0.1,.778,2.3,4.7,0.3,17.7,2.7,7.6,6.1,.869,7.9,0.1,0.4,.243
767,549,Rayjon Tucker,SG,24,DEN,3,0,9.7,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,1.0,1.3,.750,0.3,1.0,1.3,1.3,0.3,0.0,0.0,1.0,2.0,1.000,16.7,0.0,1.9,1.3,11.2,0.0,2.000,0.6,4.0,0.1,13.6,1.7,0.0,7.7,.798,5.7,0.0,0.1,.213
768,549,Rayjon Tucker,SG,24,MIL,2,0,21.0,2.5,3.5,.714,1.5,1.5,1.000,1.0,2.0,.500,.929,1.0,1.5,.667,1.0,1.0,2.0,3.0,1.5,0.0,0.5,1.0,7.5,.429,19.1,0.0,4.6,1.1,4.9,0.0,.429,3.5,5.2,0.2,20.5,3.4,10.7,5.1,.901,9.5,0.1,0.2,.264
769,550,Myles Turner,C,25,IND,42,42,29.4,4.8,9.4,.509,1.5,4.4,.333,3.3,5.0,.662,.587,1.9,2.5,.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9,.466,5.1,8.3,1.4,1.4,21.3,1.4,.267,0.1,5.8,1.7,17.4,1.1,10.9,13.4,.615,17.1,1.1,3.1,.120
770,551,Jonas Valančiūnas,C,29,NOP,74,74,30.3,6.9,12.7,.544,0.8,2.1,.361,6.1,10.5,.581,.574,3.2,3.9,.820,3.1,8.3,11.4,2.6,0.6,0.8,2.4,3.3,17.8,.168,14.0,2.6,1.9,-0.1,31.2,2.7,.308,2.0,10.9,4.6,21.2,0.9,14.4,20.8,.617,23.8,2.2,7.3,.156
771,552,Denzel Valentine,SG,28,TOT,24,0,9.3,1.0,2.8,.379,0.8,2.0,.404,0.3,0.8,.316,.523,0.0,0.0,,0.4,1.4,1.8,0.5,0.3,0.0,0.5,0.8,2.9,.712,7.0,0.0,-2.7,0.4,16.1,0.3,.000,-3.1,4.6,-0.1,8.1,1.8,15.4,10.4,.523,15.5,0.0,0.2,.039
772,552,Denzel Valentine,SG,28,CLE,22,0,9.3,1.0,2.8,.371,0.8,2.0,.409,0.2,0.8,.278,.516,0.0,0.0,,0.4,1.3,1.7,0.5,0.3,0.0,0.5,0.8,2.9,.710,7.6,0.0,-2.4,0.3,15.4,0.2,.000,-2.7,5.0,-0.1,8.4,1.7,13.9,10.3,.516,15.6,0.0,0.2,.045
773,552,Denzel Valentine,SG,28,UTA,2,0,9.0,1.0,2.0,.500,0.5,1.5,.333,0.5,0.5,1.000,.625,0.0,0.0,,0.0,2.0,2.0,0.0,0.5,0.0,1.0,1.5,2.5,.750,0.0,0.0,-6.5,1.6,23.5,0.0,.000,-8.1,0.0,0.0,4.2,2.7,33.3,12.2,.625,14.5,0.0,0.0,-0.026
774,553,Jarred Vanderbilt,PF,22,MIN,74,67,25.4,2.9,4.9,.587,0.0,0.2,.143,2.8,4.7,.605,.590,1.2,1.8,.656,2.9,5.5,8.4,1.3,1.3,0.6,1.0,2.4,6.9,.039,6.7,2.4,0.2,1.0,23.9,2.9,.363,-0.8,12.0,3.1,15.3,2.5,14.8,17.8,.612,10.9,1.1,6.0,.153
775,554,Fred VanVleet,PG,27,TOR,65,65,37.9,6.8,16.9,.403,3.7,9.9,.377,3.1,7.0,.440,.513,3.0,3.4,.874,0.7,3.8,4.4,6.7,1.7,0.5,2.6,2.5,20.3,.585,26.7,1.4,3.6,0.5,11.4,2.8,.202,3.1,1.8,3.9,17.3,2.3,12.5,6.4,.552,23.7,3.5,6.7,.131
776,555,Devin Vassell,SF,21,SAS,71,32,27.3,4.6,10.8,.427,1.9,5.4,.361,2.7,5.4,.492,.516,1.2,1.4,.838,0.6,3.7,4.3,1.9,1.1,0.6,0.8,2.0,12.3,.497,9.7,1.8,-0.5,0.0,14.3,2.0,.130,-0.5,2.4,1.3,13.3,1.9,6.7,8.3,.540,18.9,0.7,3.3,.082
777,556,Gabe Vincent,PG,25,MIA,68,27,23.4,3.1,7.5,.417,1.8,4.8,.368,1.4,2.8,.500,.533,0.6,0.8,.815,0.3,1.5,1.9,3.1,0.9,0.2,1.4,2.3,8.7,.630,19.4,0.8,-1.4,0.5,7.3,1.9,.105,-1.9,1.6,0.7,10.6,2.0,15.4,4.5,.551,17.8,0.2,2.5,.076
778,557,Nikola Vučević,C,31,CHI,73,73,33.1,7.5,15.8,.473,1.4,4.5,.314,6.1,11.3,.537,.518,1.3,1.7,.760,1.9,9.1,11.0,3.2,1.0,1.0,1.9,2.5,17.6,.287,15.2,2.5,0.9,0.1,30.7,3.2,.105,0.8,6.6,1.4,18.2,1.4,10.1,18.7,.533,24.5,1.8,4.5,.090
779,558,Dean Wade,PF,25,CLE,51,28,19.2,1.9,4.3,.456,1.0,2.8,.359,0.9,1.5,.640,.574,0.4,0.6,.667,0.6,2.3,2.9,1.0,0.6,0.1,0.3,1.7,5.3,.654,7.3,0.6,-0.6,1.3,13.1,1.1,.138,-1.9,3.6,1.1,10.1,1.5,6.5,8.5,.584,11.1,0.4,2.3,.111
780,559,Franz Wagner,SF,20,ORL,79,79,30.7,5.8,12.3,.468,1.2,3.4,.354,4.6,8.9,.511,.517,2.4,2.8,.863,1.1,3.4,4.5,2.9,0.9,0.4,1.5,2.1,15.2,.278,15.7,1.3,-0.7,-0.3,11.9,1.9,.225,-0.4,3.6,2.1,14.7,1.4,10.0,7.7,.559,21.2,0.8,4.0,.079
781,560,Moritz Wagner,C,24,ORL,63,3,15.2,3.1,6.3,.497,1.0,3.2,.328,2.1,3.1,.672,.581,1.7,2.0,.806,0.7,3.0,3.7,1.4,0.3,0.2,0.9,2.0,9.0,.508,15.4,1.2,1.6,0.1,21.0,1.0,.326,1.5,4.6,1.8,18.1,1.0,11.0,12.8,.623,22.9,0.9,2.8,.138
782,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
783,561,Ish Wainright,PF,27,PHO,45,0,8.0,0.9,2.3,.394,0.4,1.3,.322,0.5,1.0,.489,.486,0.2,0.3,.583,0.6,0.6,1.2,0.3,0.4,0.1,0.3,1.1,2.4,.567,5.3,1.5,-2.0,1.0,7.9,0.6,.115,-3.0,8.3,0.0,9.4,2.7,10.6,8.1,.494,14.7,0.0,0.6,.079
784,562,Kemba Walker,PG,31,NYK,37,37,25.6,4.0,10.0,.403,2.0,5.4,.367,2.1,4.6,.444,.501,1.6,1.9,.845,0.4,2.6,3.0,3.5,0.7,0.2,1.3,1.0,11.6,.538,22.2,0.7,0.4,-0.2,11.2,0.9,.192,0.7,1.6,1.0,13.9,1.4,10.7,6.3,.537,20.8,0.6,1.8,.093
