NameYear,Name,Pos,Type,OTm,PrevStats,NTm,ID,Weight,Height,Age,Tm,G,GS,MP,FG%,3P,3P%,3PA,FT,FT%,FTA,ORB,TRB,AST,STL,BLK,TOV,PTS,USG%,TS%,PER,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PrevSal,NextSal,PrevYear
Terence_Davis_2020,Terence Davis,G,RFA,SAC,"8.7 Pts, 2.5 Reb, 1.4 Ast",SAC,/players/d/daviste02.html,201,6-4,23.0,TOT,61.0,4.0,17.6,0.428,1.6,0.367,4.4,0.7,0.818,0.9,0.3,2.5,1.4,0.7,0.2,1.0,8.7,21.8,0.555,12.7,0.1,0.8,0.8,0.038,-0.9,-0.9,-1.7,0.1,"$1,517,981",0.0,2020
Skylar_Mays_2020,Skylar Mays,G,RFA,ATL,"3.8 Pts, 1.1 Reb, 0.9 Ast",ATL,/players/m/mayssk01.html,205,6-4,23.0,ATL,33,0,8.2,0.449,0.4,0.35,1.2,0.7,0.88,0.8,0.3,1.1,0.9,0.4,0.1,0.3,3.8,19.1,0.569,16.8,0.5,0.3,0.8,0.14,1.2,0.7,1.9,0.3,< $Minimum,0.0,2020
Alfonzo_McKinnie_2020,Alfonzo McKinnie,F,UFA,LAL,"3.1 Pts, 1.4 Reb, 0.2 Ast",CHI,/players/m/mckinal01.html,215,6-7,28.0,LAL,39.0,0.0,6.6,0.516,0.4,0.41,1.0,0.3,0.556,0.5,0.6,1.4,0.2,0.2,0.0,0.1,3.1,17.8,0.604,15.5,0.5,0.3,0.8,0.156,0.3,-0.8,-0.4,0.1,"$1,762,796",0.0,2020
Thanasis_Antetokounmpo_2020,Thanasis Antetokounmpo,F,RFA,MIL,"2.9 Pts, 2.2 Reb, 0.8 Ast",MIL,/players/a/antetth01.html,219,6-6,28.0,MIL,57,3,9.7,.489,0.1,.241,0.5,0.4,.510,0.9,0.9,2.2,0.8,0.4,0.2,0.8,2.9,15.3,0.523,10.3,0.0,0.6,0.7,0.057,-3.7,0.2,-3.5,-0.2,"$1,701,593",0.0,2020
Amir_Coffey_2020,Amir Coffey,G,RFA,LAC,"3.2 Pts, 1.0 Reb, 0.5 Ast",LAC,/players/c/coffeam01.html,210,6-7,23.0,LAC,44,1,9.0,0.437,0.5,0.411,1.3,0.6,0.711,0.9,0.2,1.0,0.5,0.2,0.0,0.3,3.2,15.1,0.585,10.1,0.4,0.3,0.7,0.085,-1.9,-0.1,-2.0,0.0,< $Minimum,0.0,2020
Trent_Forrest_2020,Trent Forrest,G,RFA,UTA,"2.9 Pts, 1.5 Reb, 1.5 Ast",UTA,/players/f/forretr01.html,210,6-4,22.0,UTA,30,0,10.1,0.451,0.2,0.192,0.9,0.6,1.0,0.6,0.4,1.5,1.5,0.3,0.1,0.7,2.9,14.3,0.554,11.2,0.3,0.4,0.7,0.106,-2.5,1.2,-1.3,0.1,< $Minimum,0.0,2020
Tyler_Johnson_2020,Tyler Johnson,G,UFA,BRK,"5.4 Pts, 2.0 Reb, 1.2 Ast",PHI,/players/j/johnsty01.html,186,6-3,28.0,BRK,39.0,3.0,17.5,0.393,1.2,0.364,3.4,0.5,0.857,0.5,0.2,2.0,1.2,0.4,0.0,0.4,5.4,13.3,0.546,8.2,0.4,0.3,0.7,0.049,-2.4,-1.0,-3.4,-0.2,"$2,028,594",0.0,2020
Luke_Kornet_2020,Luke Kornet,F,UFA,BOS,"3.4 Pts, 2.2 Reb, 0.8 Ast",BOS,/players/k/kornelu01.html,250,7-2,25.0,TOT,31.0,2.0,11.2,0.436,0.5,0.254,1.9,0.1,0.5,0.2,0.5,2.2,0.8,0.1,1.0,0.2,3.4,13.7,0.511,13.3,0.2,0.5,0.7,0.095,-0.8,1.6,0.8,0.3,"$2,250,000",0.0,2020
Abdel_Nader_2020,Abdel Nader,F,UFA,PHO,"6.7 Pts, 2.6 Reb, 0.8 Ast",PHO,/players/n/naderab01.html,225,6-5,27.0,PHO,24.0,0.0,14.8,0.491,0.8,0.419,1.8,1.2,0.757,1.5,0.3,2.6,0.8,0.4,0.4,0.8,6.7,19.0,0.605,13.4,0.3,0.4,0.7,0.095,-1.0,1.0,0.0,0.2,"$1,752,950",0.0,2020
JJ_Redick_2020,J.J. Redick,G,UFA,DAL,"7.4 Pts, 1.5 Reb, 1.2 Ast",,/players/r/redicjj01.html,200,6-3,36.0,TOT,44.0,0.0,16.4,0.397,1.5,0.371,4.0,1.1,0.942,1.2,0.1,1.5,1.2,0.3,0.1,0.8,7.4,19.2,0.564,9.9,0.4,0.3,0.7,0.045,-1.4,-2.1,-3.5,-0.3,"$13,013,700",0.0,2020
Denzel_Valentine_2020,Denzel Valentine,G,UFA,CHI,"6.5 Pts, 3.2 Reb, 1.7 Ast",CLE,/players/v/valende01.html,220,6-4,27.0,CHI,62.0,3.0,16.7,0.373,1.3,0.331,3.9,0.3,0.941,0.3,0.4,3.2,1.7,0.5,0.1,0.7,6.5,19.5,0.479,10.1,-0.4,1.1,0.7,0.032,-2.2,-0.4,-2.7,-0.2,"$4,642,800",0.0,2020
Maurice_Harkless_2020,Maurice Harkless,F-G,UFA,SAC,"5.2 Pts, 2.4 Reb, 1.2 Ast",SAC,/players/h/harklma01.html,220,6-7,27.0,TOT,37.0,23.0,20.9,0.418,0.6,0.274,2.3,0.9,0.767,1.2,0.4,2.4,1.2,0.8,0.5,0.6,5.2,11.5,0.527,8.1,0.2,0.4,0.6,0.038,-3.8,0.1,-3.7,-0.3,"$3,623,000",0.0,2020
Trey_Lyles_2020,Trey Lyles,F,UFA,SAS,"5.0 Pts, 3.7 Reb, 0.6 Ast",DET,/players/l/lylestr01.html,234,6-9,25.0,SAS,23.0,9.0,15.6,0.478,0.6,0.35,1.7,0.7,0.652,1.0,0.4,3.7,0.6,0.3,0.0,0.3,5.0,12.9,0.574,11.4,0.3,0.3,0.6,0.085,-1.3,-0.5,-1.8,0.0,"$5,500,000",0.0,2020
Nicolo_Melli_2020,Nicolò Melli,F,RFA,DAL,"3.0 Pts, 2.7 Reb, 1.0 Ast",,/players/m/mellini01.html,236,6-9,30.0,TOT,45.0,4.0,12.6,0.326,0.5,0.271,1.9,0.4,0.76,0.6,0.6,2.7,1.0,0.3,0.1,0.3,3.0,12.5,0.441,7.9,0.1,0.5,0.6,0.048,-3.5,0.0,-3.5,-0.2,"$3,897,436",0.0,2020
Jahlil_Okafor_2020,Jahlil Okafor,C-F,UFA,BRK,"5.4 Pts, 2.4 Reb, 0.5 Ast",ATL,/players/o/okafoja01.html,270,6-10,25.0,DET,27.0,2.0,12.9,0.618,0.1,0.222,0.3,0.6,0.708,0.9,0.9,2.4,0.5,0.2,0.2,0.8,5.4,16.8,0.644,13.1,0.3,0.3,0.6,0.082,-2.5,-0.7,-3.2,-0.1,"$1,882,867",0.0,2020
Dennis_Smith_Jr_2020,Dennis Smith Jr.,G,UFA,DET,"6.7 Pts, 2.4 Reb, 3.3 Ast",POR,/players/s/smithde03.html,205,6-2,23.0,TOT,23.0,9.0,18.3,0.4,0.8,0.328,2.5,0.8,0.731,1.1,0.5,2.4,3.3,1.0,0.6,1.1,6.7,19.0,0.492,13.6,0.1,0.5,0.6,0.07,-1.1,1.5,0.4,0.3,"$5,686,677",0.0,2020
Paul_Watson_2020,Paul Watson,G,UFA,TOR,"4.1 Pts, 1.7 Reb, 0.6 Ast",OKC,/players/w/watsopa01.html,210,6-6,26.0,TOR,27.0,2.0,11.0,0.463,1.1,0.469,2.4,0.2,0.625,0.3,0.1,1.7,0.6,0.2,0.1,0.3,4.1,13.7,0.649,10.9,0.4,0.2,0.6,0.096,-0.8,-0.6,-1.3,0.1,"$1,445,697",0.0,2020
Dwayne_Bacon_2020,Dwayne Bacon,G,UFA,ORL,"10.9 Pts, 3.1 Reb, 1.3 Ast",NYK,/players/b/bacondw01.html,221,6-6,25.0,ORL,72.0,50.0,25.7,0.402,0.8,0.285,2.9,2.0,0.824,2.4,0.4,3.1,1.3,0.6,0.1,0.6,10.9,19.8,0.49,9.9,-0.3,0.9,0.5,0.013,-3.7,-1.4,-5.1,-1.5,"$1,678,854",0.0,2020
Jarrell_Brantley_2020,Jarrell Brantley,F,RFA,UTA,"2.3 Pts, 1.0 Reb, 0.5 Ast",UTA,/players/b/brantja01.html,250,6-5,24.0,UTA,28,0,4.9,0.481,0.4,0.429,1.0,0.1,1.0,0.1,0.3,1.0,0.5,0.3,0.1,0.3,2.3,19.0,0.605,16.6,0.3,0.2,0.5,0.172,0.6,1.6,2.2,0.1,< $Minimum,0.0,2020
Tacko_Fall_2020,Tacko Fall,C,RFA,BOS,"2.5 Pts, 2.7 Reb, 0.2 Ast",CLE,/players/f/fallta01.html,311,7-6,25.0,BOS,19.0,0.0,7.2,0.724,0.0,,0.0,0.3,0.333,0.8,0.8,2.7,0.2,0.1,1.1,0.3,2.5,13.2,0.66,19.6,0.2,0.3,0.5,0.177,-1.7,2.9,1.2,0.1,< $Minimum,0.0,2020
Harry_Giles_2020,Harry Giles,F-C,UFA,POR,"2.8 Pts, 3.5 Reb, 0.8 Ast",LAC,/players/g/gilesha01.html,240,6-11,22.0,POR,38.0,0.0,9.2,0.433,0.2,0.348,0.6,0.4,0.593,0.7,0.8,3.5,0.8,0.2,0.3,0.5,2.8,15.9,0.496,12.4,0.1,0.4,0.5,0.069,-3.2,0.2,-2.9,-0.1,"$1,678,854",0.0,2020
Jaylen_Hoard_2020,Jaylen Hoard,F,RFA,OKC,"6.1 Pts, 3.4 Reb, 1.3 Ast",OKC,/players/h/hoardja01.html,216,6-8,21.0,OKC,19.0,0.0,16.8,0.5,0.0,0.0,0.6,1.5,0.683,2.2,1.1,3.4,1.3,0.7,0.3,0.9,6.1,16.3,0.547,13.4,0.2,0.3,0.5,0.07,-2.2,-0.3,-2.5,0.0,< $Minimum,0.0,2020
Caleb_Martin_2020,Caleb Martin,F,UFA,CHO,"5.0 Pts, 2.7 Reb, 1.3 Ast",MIA,/players/m/martica02.html,205,6-5,25.0,CHO,53.0,3.0,15.4,0.375,0.6,0.248,2.4,0.8,0.641,1.2,0.6,2.7,1.3,0.7,0.2,0.6,5.0,16.7,0.465,9.5,-0.4,0.9,0.5,0.03,-3.6,0.2,-3.4,-0.3,"$1,517,981",0.0,2020
Rodney_McGruder_2020,Rodney McGruder,G,UFA,DET,"5.7 Pts, 1.4 Reb, 1.0 Ast",DET,/players/m/mcgruro01.html,205,6-4,29.0,DET,16.0,2.0,12.1,0.529,0.7,0.458,1.5,0.4,0.75,0.5,0.5,1.4,1.0,0.5,0.1,0.4,5.7,18.1,0.619,16.1,0.3,0.2,0.5,0.121,0.7,0.0,0.7,0.1,"$5,192,307",0.0,2020
Frank_Ntilikina_2020,Frank Ntilikina,G,UFA,NYK,"2.7 Pts, 0.9 Reb, 0.6 Ast",,/players/n/ntilila01.html,200,6-4,22.0,NYK,33.0,4.0,9.8,0.367,0.7,0.479,1.5,0.2,0.444,0.5,0.2,0.9,0.6,0.5,0.1,0.3,2.7,13.6,0.512,7.7,0.0,0.5,0.5,0.07,-4.2,2.5,-1.7,0.0,"$6,176,578",0.0,2020
Khyri_Thomas_2020,Khyri Thomas,G,UFA,HOU,"16.4 Pts, 3.6 Reb, 5.0 Ast",,/players/t/thomakh01.html,210,6-3,24.0,HOU,5.0,2.0,30.6,0.485,1.8,0.333,5.4,1.8,1.0,1.8,1.4,3.6,5.0,1.8,1.2,1.2,16.4,21.1,0.586,21.3,0.4,0.1,0.5,0.164,2.5,-0.1,2.4,0.2,"$744,684$360,998",0.0,2020
Ersan_Ilyasova_2020,Ersan İlyasova,F,UFA,UTA,"3.8 Pts, 1.7 Reb, 0.2 Ast",CHI,/players/i/ilyaser01.html,235,6-9,33.0,UTA,17,1,8.7,.389,1.1,.439,2.4,0.3,1.000,0.3,0.4,1.7,0.2,0.6,0.2,0.5,3.8,18.7,0.578,12.1,0.1,0.3,0.4,0.122,-2.5,1.7,-0.9,0.0,"$1,194,542",0.0,2020
Nathan_Knight_2020,Nathan Knight,F-C,RFA,ATL,"3.8 Pts, 2.2 Reb, 0.2 Ast",MIN,/players/k/knighna01.html,253,6-10,23.0,ATL,33.0,0.0,8.5,0.37,0.2,0.182,1.0,1.3,0.8,1.7,0.8,2.2,0.2,0.3,0.3,0.5,3.8,21.7,0.499,13.9,0.1,0.3,0.4,0.07,-2.6,-1.0,-3.7,-0.1,< $Minimum,0.0,2020
ETwaun_Moore_2020,E'Twaun Moore,G-F,UFA,PHO,"4.9 Pts, 1.7 Reb, 1.5 Ast",ORL,/players/m/mooreet01.html,191,6-3,31.0,PHO,27.0,1.0,14.4,0.455,0.4,0.314,1.3,0.4,0.857,0.5,0.5,1.7,1.5,0.6,0.2,0.9,4.9,17.2,0.523,10.4,0.0,0.4,0.4,0.049,-3.1,0.2,-2.9,-0.1,"$2,331,593",0.0,2020
Victor_Oladipo_2020,Victor Oladipo,G,UFA,MIA,"19.8 Pts, 4.8 Reb, 4.6 Ast",MIA,/players/o/oladivi01.html,213,6-4,28.0,TOT,33.0,33.0,32.7,0.408,2.4,0.326,7.2,3.2,0.754,4.2,0.4,4.8,4.6,1.4,0.4,2.5,19.8,28.5,0.512,14.3,-0.6,1.0,0.4,0.017,-0.9,-0.8,-1.7,0.1,"$21,000,000",0.0,2020
Tremont_Waters_2020,Tremont Waters,G,RFA,BOS,"3.8 Pts, 0.8 Reb, 2.4 Ast",MIL,/players/w/watertr01.html,175,5-10,23.0,BOS,26.0,3.0,9.2,0.405,0.6,0.395,1.5,0.6,0.941,0.7,0.2,0.8,2.4,0.6,0.0,1.0,3.8,21.4,0.541,14.6,0.2,0.2,0.4,0.08,0.4,-0.1,0.3,0.1,< $Minimum,0.0,2020
Keita_Bates-Diop_2020,Keita Bates-Diop,F,RFA,SAS,"2.6 Pts, 1.6 Reb, 0.4 Ast",SAS,/players/b/bateske01.html,229,6-8,25.0,SAS,30.0,0.0,8.2,0.448,0.2,0.294,0.6,0.5,0.667,0.7,0.3,1.6,0.4,0.4,0.2,0.2,2.6,14.8,0.518,12.0,0.1,0.3,0.3,0.068,-2.3,0.4,-1.9,0.0,< $Minimum,0.0,2020
Armoni_Brooks_2020,Armoni Brooks,G,RFA,HOU,"11.2 Pts, 3.4 Reb, 1.5 Ast",HOU,/players/b/brookar01.html,195,6-3,22.0,HOU,20.0,5.0,26.0,0.406,3.0,0.382,7.9,0.4,0.583,0.6,0.5,3.4,1.5,0.6,0.3,1.1,11.2,17.9,0.565,10.4,0.1,0.2,0.3,0.03,-1.1,-2.1,-3.2,-0.2,< $Minimum,0.0,2020
Devontae_Cacok_2020,Devontae Cacok,F,RFA,LAL,"2.0 Pts, 1.6 Reb, 0.1 Ast",BRK,/players/c/cacokde01.html,240,6-7,24.0,LAL,20.0,1.0,4.9,0.586,0.0,,0.0,0.3,0.455,0.6,0.6,1.6,0.1,0.3,0.2,0.3,2.0,17.2,0.576,17.2,0.1,0.2,0.3,0.142,-1.5,0.4,-1.0,0.0,< $Minimum,0.0,2020
Chris_Chiozza_2020,Chris Chiozza,G,UFA,BRK,"4.0 Pts, 1.1 Reb, 3.0 Ast",GSW,/players/c/chiozch01.html,175,5-11,25.0,BRK,22.0,1.0,10.5,0.352,0.6,0.31,1.9,0.6,0.765,0.8,0.1,1.1,3.0,0.3,0.3,0.7,4.0,21.0,0.461,12.9,0.1,0.2,0.3,0.063,-0.1,-0.6,-0.7,0.1,< $Minimum,0.0,2020
Mamadi_Diakite_2020,Mamadi Diakite,F,UFA,OKC,"3.1 Pts, 2.4 Reb, 0.6 Ast",OKC,/players/d/diakima01.html,228,6-9,24.0,MIL,14.0,1.0,10.1,0.4,0.1,0.125,0.6,0.8,0.786,1.0,0.6,2.4,0.6,0.5,0.4,0.2,3.1,14.6,0.477,12.3,0.1,0.2,0.3,0.102,-3.3,0.9,-2.4,0.0,"$160,173",0.0,2020
Carsen_Edwards_2020,Carsen Edwards,G,UFA,MEM,"4.0 Pts, 0.8 Reb, 0.5 Ast",DET,/players/e/edwarca01.html,200,5-11,22.0,BOS,31.0,1.0,8.9,0.423,0.6,0.286,2.0,0.4,0.846,0.4,0.1,0.8,0.5,0.2,0.0,0.2,4.0,19.3,0.527,10.2,0.1,0.2,0.3,0.051,-3.2,-1.3,-4.5,-0.2,"$1,517,981",0.0,2020
Cristiano_Felicio_2020,Cristiano Felício,F-C,UFA,CHI,"1.3 Pts, 1.4 Reb, 0.5 Ast",,/players/f/feliccr01.html,270,6-11,28.0,CHI,18,0,4.7,0.538,0.0,0.0,0.1,0.5,0.563,0.9,0.6,1.4,0.5,0.2,0.0,0.2,1.3,12.4,0.574,14.7,0.2,0.1,0.3,0.151,-1.1,1.2,0.1,0.0,"$7,529,020",0.0,2020
Yogi_Ferrell_2020,Yogi Ferrell,G,UFA,LAC,"5.6 Pts, 1.9 Reb, 2.2 Ast",,/players/f/ferreyo01.html,178,6-0,27.0,TOT,10.0,0.0,13.6,0.351,0.9,0.321,2.8,0.7,0.778,0.9,0.5,1.9,2.2,0.7,0.3,0.3,5.6,20.7,0.459,14.4,0.1,0.2,0.3,0.099,-0.5,0.8,0.2,0.1,"$333,152$118,983",0.0,2020
Wenyen_Gabriel_2020,Wenyen Gabriel,F,UFA,NOP,"3.4 Pts, 2.6 Reb, 0.5 Ast",MIL,/players/g/gabriwe01.html,205,6-9,23.0,NOP,21.0,0.0,11.5,0.4,0.6,0.406,1.5,0.5,0.647,0.8,1.0,2.6,0.5,0.4,0.4,0.7,3.4,14.4,0.533,9.8,0.0,0.3,0.3,0.052,-3.2,-0.1,-3.3,-0.1,"$1,620,564",0.0,2020
Jalen_Harris_2020,Jalen Harris,G,RFA,TOR,"7.4 Pts, 1.4 Reb, 1.3 Ast",,/players/h/harrija01.html,195,6-5,22.0,TOR,13,2,13.2,0.5,1.3,0.472,2.8,0.5,0.778,0.7,0.2,1.4,1.3,0.6,0.0,1.1,7.4,22.6,0.632,15.2,0.1,0.1,0.3,0.079,0.5,-0.3,0.3,0.1,< $Minimum,0.0,2020
Rondae_Hollis-Jefferson_2020,Rondae Hollis-Jefferson,F,UFA,POR,"2.5 Pts, 2.4 Reb, 1.2 Ast",,/players/h/holliro01.html,217,6-6,26.0,POR,11.0,1.0,9.7,0.5,0.0,0.0,0.1,0.8,0.563,1.5,1.0,2.4,1.2,0.2,0.4,0.2,2.5,10.9,0.539,14.4,0.3,0.1,0.3,0.147,-1.1,1.2,0.1,0.1,"$502,417",0.0,2020
DaQuan_Jeffries_2020,DaQuan Jeffries,G-F,UFA,SAS,"4.1 Pts, 2.3 Reb, 0.7 Ast",ATL,/players/j/jeffrda01.html,230,6-5,23.0,TOT,31.0,5.0,15.9,0.417,0.6,0.299,2.2,0.2,0.875,0.3,0.6,2.3,0.7,0.5,0.3,0.5,4.1,11.9,0.514,7.9,0.0,0.2,0.3,0.027,-3.6,-1.1,-4.7,-0.3,"$1,445,697",0.0,2020
Timothe_Luwawu-Cabarrot_2020,Timothé Luwawu-Cabarrot,F,UFA,BRK,"6.4 Pts, 2.2 Reb, 1.2 Ast",ATL,/players/l/luwawti01.html,220,6-7,25.0,BRK,58.0,7.0,18.1,0.365,1.3,0.314,4.1,0.6,0.814,0.7,0.5,2.2,1.2,0.6,0.1,0.7,6.4,17.4,0.493,7.8,-0.3,0.7,0.3,0.015,-3.2,-1.2,-4.4,-0.6,"$1,824,003",0.0,2020
Juwan_Morgan_2020,Juwan Morgan,F,RFA,UTA,"1.2 Pts, 1.0 Reb, 0.3 Ast",BOS,/players/m/morgaju01.html,232,6-7,23.0,UTA,29.0,0.0,5.1,0.467,0.1,0.308,0.4,0.1,0.429,0.2,0.3,1.0,0.3,0.1,0.0,0.1,1.2,10.9,0.529,8.5,0.1,0.2,0.3,0.105,-3.5,1.2,-2.3,0.0,"$1,517,981",0.0,2020
Svi_Mykhailiuk_2020,Svi Mykhailiuk,G-F,UFA,OKC,"8.5 Pts, 2.5 Reb, 1.7 Ast",TOR,/players/m/mykhasv01.html,205,6-7,23.0,TOT,66.0,14.0,20.1,0.411,1.6,0.334,4.8,0.6,0.76,0.8,0.4,2.5,1.7,0.8,0.2,1.3,8.5,20.0,0.529,10.4,-0.8,1.1,0.3,0.01,-1.9,-0.7,-2.6,-0.2,"$1,663,861",0.0,2020
Daniel_Oturu_2020,Daniel Oturu,F-C,UFA,MEM,"1.8 Pts, 1.6 Reb, 0.3 Ast",CHI,/players/o/oturuda01.html,240,6-8,21.0,LAC,30.0,0.0,5.4,0.423,0.0,0.2,0.2,0.3,0.75,0.4,0.7,1.6,0.3,0.1,0.2,0.3,1.8,18.2,0.471,12.5,0.0,0.2,0.3,0.081,-4.1,-1.1,-5.2,-0.1,"$898,310",0.0,2020
Jabari_Parker_2020,Jabari Parker,F,UFA,BOS,"5.5 Pts, 3.2 Reb, 0.8 Ast",BOS,/players/p/parkeja01.html,245,6-8,25.0,TOT,13.0,0.0,12.7,0.545,0.2,0.182,0.8,0.8,0.769,1.0,0.8,3.2,0.8,0.1,0.4,0.8,5.5,18.5,0.593,14.7,0.2,0.1,0.3,0.089,-0.9,0.0,-0.9,0.0,"$6,500,000$430,729",0.0,2020
Gary_Payton_II_2020,Gary Payton II,G,UFA,GSW,"2.5 Pts, 1.1 Reb, 0.1 Ast",GSW,/players/p/paytoga02.html,190,6-3,28.0,GSW,10.0,0.0,4.0,0.769,0.2,0.5,0.4,0.3,0.75,0.4,0.2,1.1,0.1,0.6,0.1,0.1,2.5,16.8,0.847,29.2,0.2,0.1,0.3,0.331,1.0,8.2,9.2,0.1,"$237,966",0.0,2020
JaKarr_Sampson_2020,JaKarr Sampson,G-F,UFA,IND,"4.6 Pts, 2.7 Reb, 0.1 Ast",,/players/s/sampsja02.html,214,6-7,27.0,IND,29.0,4.0,10.9,0.496,0.1,0.2,0.5,0.7,0.655,1.0,0.9,2.7,0.1,0.1,0.5,0.5,4.6,19.0,0.533,10.9,0.0,0.3,0.3,0.044,-5.2,-2.3,-7.5,-0.4,"$1,882,867",0.0,2020
DJ_Wilson_2020,D.J. Wilson,F,RFA,HOU,"5.2 Pts, 3.2 Reb, 0.7 Ast",OKC,/players/w/wilsodj01.html,231,6-10,24.0,TOT,35.0,1.0,12.4,0.405,0.9,0.345,2.5,0.5,0.68,0.7,0.6,3.2,0.7,0.3,0.5,0.6,5.2,19.7,0.511,11.5,-0.2,0.5,0.3,0.032,-2.7,-0.6,-3.3,-0.1,"$4,548,280",0.0,2020
Quinn_Cook_2020,Quinn Cook,G,UFA,POR,"3.3 Pts, 0.7 Reb, 0.8 Ast",,/players/c/cookqu01.html,180,6-1,27.0,TOT,23,0,6.8,.426,0.5,.423,1.1,0.3,.875,0.3,0.1,0.7,0.8,0.2,0.0,0.3,3.3,21.8,0.531,12.7,0.1,0.1,0.2,0.061,-1.0,-0.2,-1.2,0.0,"$1,797,183$237,966",0.0,2020
Devon_Dotson_2020,Devon Dotson,G,RFA,CHI,"2.1 Pts, 0.5 Reb, 0.6 Ast",CHI,/players/d/dotsode01.html,185,6-2,21.0,CHI,11,0,4.5,0.524,0.1,0.143,0.6,0.0,,0.0,0.2,0.5,0.6,0.4,0.0,0.0,2.1,18.2,0.548,19.3,0.1,0.1,0.2,0.177,-0.1,2.2,2.1,0.1,< $Minimum,0.0,2020
Brandon_Goodwin_2020,Brandon Goodwin,G,RFA,ATL,"4.9 Pts, 1.5 Reb, 2.0 Ast",NYK,/players/g/goodwbr01.html,180,6-0,25.0,ATL,47.0,5.0,13.2,0.377,0.7,0.311,2.2,0.6,0.651,0.9,0.2,1.5,2.0,0.4,0.0,0.8,4.9,19.5,0.471,9.2,-0.2,0.4,0.2,0.013,-2.5,-0.6,-3.1,-0.2,"$1,701,593",0.0,2020
Shaquille_Harrison_2020,Shaquille Harrison,G,RFA,DEN,"2.1 Pts, 1.4 Reb, 0.7 Ast",PHI,/players/h/harrish01.html,190,6-7,27.0,TOT,34.0,0.0,9.8,0.333,0.1,0.188,0.5,0.5,0.818,0.6,0.2,1.4,0.7,0.5,0.1,0.3,2.1,12.9,0.416,6.8,-0.2,0.4,0.2,0.03,-5.5,1.5,-4.1,-0.2,"$770,433< $Minimum",0.0,2020
Justin_Jackson_2020,Justin Jackson,G-F,RFA,MIL,"7.2 Pts, 2.3 Reb, 1.5 Ast",DAL,/players/j/jacksju01.html,220,6-8,25.0,TOT,34.0,3.0,17.0,0.403,1.1,0.308,3.4,0.9,0.838,1.1,0.5,2.3,1.5,0.4,0.1,0.9,7.2,19.8,0.516,10.4,-0.1,0.3,0.2,0.018,-2.3,-1.2,-3.5,-0.2,"$5,029,650< $Minimum",0.0,2020
Mfiondu_Kabengele_2020,Mfiondu Kabengele,F,UFA,CLE,"2.4 Pts, 1.5 Reb, 0.4 Ast",HOU,/players/k/kabenmf01.html,250,6-9,23.0,TOT,39.0,0.0,7.2,0.371,0.3,0.26,1.3,0.4,0.8,0.5,0.3,1.5,0.4,0.2,0.3,0.4,2.4,17.7,0.486,9.5,-0.2,0.3,0.2,0.026,-4.3,0.1,-4.3,-0.2,"$2,075,880$356,473",0.0,2020
Anthony_Lamb_2020,Anthony Lamb,F,RFA,HOU,"5.5 Pts, 2.9 Reb, 1.0 Ast",HOU,/players/l/lamban01.html,227,6-6,23.0,HOU,24.0,3.0,17.3,0.39,1.0,0.324,3.0,0.8,0.857,0.9,1.1,2.9,1.0,0.3,0.2,0.8,5.5,15.0,0.523,8.7,0.1,0.1,0.2,0.023,-3.4,-2.7,-6.1,-0.4,< $Minimum,0.0,2020
Nico_Mannion_2020,Nico Mannion,G,RFA,GSW,"4.1 Pts, 1.5 Reb, 2.3 Ast",,/players/m/mannini01.html,190,6-2,19.0,GSW,30,1,12.1,0.342,0.7,0.367,2.0,0.8,0.821,0.9,0.2,1.5,2.3,0.5,0.0,1.0,4.1,18.5,0.487,9.3,-0.2,0.4,0.2,0.029,-3.4,-0.5,-3.9,-0.2,< $Minimum,0.0,2020
Sean_McDermott_2020,Sean McDermott,F,UFA,MEM,"2.2 Pts, 1.1 Reb, 0.2 Ast",MEM,/players/m/mcderse01.html,195,6-6,24.0,MEM,18,0,8.8,0.394,0.3,0.227,1.2,0.4,1.0,0.4,0.3,1.1,0.2,0.1,0.2,0.2,2.2,10.8,0.534,7.2,0.1,0.1,0.2,0.05,-3.1,-1.2,-4.3,-0.1,< $Minimum,0.0,2020
Ben_McLemore_2020,Ben McLemore,G,UFA,LAL,"7.7 Pts, 1.9 Reb, 0.7 Ast",POR,/players/m/mclembe01.html,195,6-3,27.0,TOT,53.0,5.0,17.1,0.37,1.8,0.346,5.3,0.7,0.736,1.0,0.3,1.9,0.7,0.4,0.2,0.8,7.7,20.4,0.523,8.5,-0.5,0.7,0.2,0.013,-2.7,-1.2,-3.9,-0.4,"$2,283,034$569,674",0.0,2020
Cameron_Oliver_2020,Cameron Oliver,F,UFA,LAL,"10.8 Pts, 5.3 Reb, 1.3 Ast",ATL,/players/o/oliveca01.html,239,6-8,24.0,HOU,4.0,0.0,21.8,0.576,1.0,0.308,3.3,0.3,0.25,1.0,1.3,5.3,1.3,0.5,1.0,0.8,10.8,18.5,0.619,17.2,0.1,0.1,0.2,0.114,-1.0,-1.0,-2.0,0.0,"$43,070",0.0,2020
Reggie_Perry_2020,Reggie Perry,F-C,RFA,BRK,"3.0 Pts, 2.8 Reb, 0.5 Ast",TOR,/players/p/perryre01.html,250,6-8,20.0,BRK,26.0,0.0,8.1,0.41,0.2,0.19,0.8,0.4,0.769,0.5,1.0,2.8,0.5,0.2,0.2,0.6,3.0,20.4,0.466,11.0,-0.1,0.2,0.2,0.04,-5.3,-1.4,-6.7,-0.2,< $Minimum,0.0,2020
