,Name,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,ID,Team,SalClean,FG%_,FT%_,TS%_,3P%_,G_pct,GS_pct,GS/G,Sal_class,Sal_class_predict,Sal_class_predict_proba,Height,Weight,Surplus_value,SalFinal,Max_proba
516,Nik Stauskas,SG,28,8,0,4.9,0.6,1.8,0.357,0.5,1.3,0.4,0.1,0.5,0.25,0.5,0.5,0.8,0.667,0.1,0.3,0.4,0.3,0.0,0.0,0.1,0.1,2.3,0.714,7.3,0.0,-3.6,-2.7,5.7,0.0,0.429,-0.9,3.0,0.0,10.5,0.0,5.7,4.4,0.541,20.0,0.0,0.1,0.078,/players/s/stausni01.html,BOS,0.534993,0.642,0.769,0.682,1.0,0.0975609756097561,0.0,0.0,0,0,"[0.48276863967569544, 0.263024852277707, 0.12141991353817237, 0.08413020158941704, 0.039535410149506324, 0.006127312743047775, 0.0029936700264529877]",6-6,205,0.0,0.534993,0.48276863967569544
517,Lance Stephenson,SG,31,46,1,17.7,3.2,7.0,0.455,0.6,2.0,0.3,2.6,5.1,0.515,0.497,1.4,1.7,0.788,0.3,2.5,2.8,3.6,0.5,0.1,1.6,2.1,8.3,0.279,30.2,0.4,-3.1,-1.6,16.0,0.4,0.248,-1.6,1.6,0.4,13.6,1.4,16.7,8.7,0.536,22.6,-0.2,0.8,0.048,/players/s/stephla01.html,IND,1.614825,0.532,0.627,0.576,0.227,0.5609756097560976,0.0121951219512195,0.0217391304347826,0,0,"[0.4513845960074125, 0.27299541582987846, 0.13922668579445177, 0.08939368975668421, 0.0396920562147533, 0.004783335542601121, 0.002524220854218982]",6-6,230,0.0,1.614825,0.4513845960074125
518,Lamar Stevens,PF,24,63,13,16.1,2.5,5.1,0.489,0.3,1.0,0.277,2.2,4.0,0.543,0.517,0.8,1.2,0.707,0.7,1.9,2.6,0.7,0.5,0.3,0.7,1.7,6.1,0.204,6.5,1.6,-2.9,0.3,12.5,1.2,0.235,-3.2,5.2,0.4,11.3,1.5,10.4,8.9,0.544,17.1,-0.2,1.6,0.078,/players/s/stevela01.html,CLE,1.517981,0.422,0.814,0.525,0.308,0.7682926829268293,0.1585365853658536,0.2063492063492063,0,0,"[0.48279925548016384, 0.2804707714793459, 0.12517850137894387, 0.07830125865313001, 0.02922166968115405, 0.0025704484112100624, 0.0014580949160514901]",6-6,230,0.0,1.517981,0.48279925548016384
519,Isaiah Stewart,C,20,71,71,25.6,3.5,6.9,0.51,0.2,0.6,0.326,3.3,6.3,0.529,0.526,1.0,1.5,0.718,3.2,5.5,8.7,1.2,0.3,1.1,1.2,3.0,8.3,0.094,6.9,3.9,-3.3,-0.8,24.5,1.8,0.21,-2.5,12.8,1.6,14.0,0.6,13.7,18.4,0.55,14.6,-0.6,3.4,0.091,/players/s/stewais01.html,DET,3.27708,0.411,0.909,0.512,0.376,0.8658536585365854,0.8658536585365854,1.0,0,10,"[0.17639723526919893, 0.17911343893243103, 0.18095522250290585, 0.15368924094956338, 0.16483164606429443, 0.10773978968388984, 0.037273426597716514]",6-8,250,6.72292,3.27708,0.18095522250290585
520,Max Strus,SF,25,68,16,23.3,3.7,8.3,0.441,2.7,6.5,0.41,1.0,1.8,0.557,0.602,0.6,0.8,0.792,0.4,2.6,3.0,1.4,0.4,0.2,0.8,1.7,10.6,0.784,8.8,1.1,0.9,-0.4,12.5,1.7,0.094,1.4,1.7,2.0,12.7,0.9,8.8,7.2,0.614,18.1,1.2,3.6,0.11,/players/s/strusma01.html,MIA,1.669178,0.42,0.857,0.528,0.304,0.8292682926829268,0.1951219512195122,0.2352941176470588,0,5,"[0.15978818303930778, 0.2463589800723094, 0.22974420191894998, 0.2069747652753826, 0.10346798709931608, 0.042237058366982466, 0.011428824227751364]",6-5,215,3.0,1.669178,0.2463589800723094
521,Jalen Suggs,PG,20,48,45,27.2,4.1,11.4,0.361,0.9,4.1,0.214,3.3,7.3,0.443,0.4,2.6,3.4,0.773,0.5,3.0,3.6,4.4,1.2,0.4,3.0,3.0,11.8,0.358,24.9,1.3,-5.6,-0.2,11.7,1.3,0.297,-5.3,2.1,-3.0,8.6,2.2,18.7,6.9,0.455,25.3,-1.2,-1.6,-0.06,/players/s/suggsja01.html,ORL,6.59292,0.388,0.84,0.504,0.319,0.5853658536585366,0.5487804878048781,0.9375,5,0,"[0.2376044604906747, 0.19591844751695628, 0.195873571093891, 0.17140155642214763, 0.12123195595876311, 0.05511604509693872, 0.02285396342062663]",6-4,205,-1.5929200000000003,6.59292,0.2376044604906747
522,Craig Sword,SG,28,3,0,6.3,1.0,1.3,0.75,0.0,0.3,0.0,1.0,1.0,1.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0,0.25,7.7,0.0,1.4,10.0,0.0,0.0,0.0,-8.6,0.0,0.0,14.2,10.4,20.0,0.0,0.75,11.7,0.0,0.1,0.158,/players/s/swordcr01.html,WAS,0.053176,0.649,0.5,0.713,0.5,0.0365853658536585,0.0,0.0,0,0,"[0.5217854908231551, 0.2653701664071846, 0.11389252368863777, 0.06947871358528544, 0.02640145577599964, 0.0018521110017116912, 0.001219538718024423]",6-3,196,0.0,0.053176,0.5217854908231551
523,Keifer Sykes,PG,28,32,11,17.7,2.2,5.9,0.363,0.8,2.8,0.3,1.3,3.1,0.42,0.434,0.5,0.5,0.882,0.3,1.2,1.4,1.9,0.4,0.1,1.0,1.6,5.6,0.474,14.9,0.6,-6.9,-2.5,7.4,0.1,0.089,-4.4,1.5,-0.5,5.9,1.0,14.3,4.4,0.456,17.4,-0.7,-0.5,-0.04,/players/s/sykeske01.html,IND,0.558345,0.346,0.9,0.463,0.286,0.3902439024390244,0.1341463414634146,0.34375,0,0,"[0.4918402204988425, 0.27740340456145424, 0.12496941624892142, 0.0737658168142085, 0.02860962151802723, 0.0021037967987532747, 0.001307723559792493]",6-0,180,0.0,0.558345,0.4918402204988425
524,Jae'Sean Tate,SF,26,78,77,26.4,4.7,9.3,0.498,0.8,2.6,0.312,3.8,6.8,0.569,0.541,1.7,2.4,0.707,1.7,3.7,5.4,2.8,0.9,0.5,1.8,3.7,11.8,0.277,16.9,1.8,-1.8,-0.5,15.3,1.1,0.252,-1.3,7.2,1.9,14.3,1.7,14.6,11.2,0.567,19.6,0.1,3.0,0.071,/players/t/tateja01.html,HOU,1.517981,0.375,0.769,0.499,0.344,0.951219512195122,0.9390243902439024,0.9871794871794872,0,20,"[0.14831336895466993, 0.15098581183747461, 0.17902743319586467, 0.17160267137868318, 0.18806276042324574, 0.12003374364402598, 0.04197421056603466]",6-4,230,18.0,1.517981,0.18806276042324574
525,Jayson Tatum,SF,23,76,76,35.9,9.3,20.6,0.453,3.0,8.6,0.353,6.3,12.0,0.524,0.526,5.3,6.2,0.853,1.1,6.9,8.0,4.4,1.0,0.6,2.9,2.3,26.9,0.416,21.1,1.6,4.9,0.6,20.2,4.6,0.3,4.3,3.5,5.0,21.8,1.4,10.9,12.1,0.578,32.1,4.8,9.6,0.169,/players/t/tatumja01.html,BOS,28.10355,0.429,0.912,0.691,0.413,0.926829268292683,0.926829268292683,1.0,25,30,"[0.0017856509529666574, 0.008844871186347133, 0.01775304061125234, 0.021087098082880312, 0.05674693610188758, 0.26500208612171566, 0.6287803169429447]",6-8,210,1.8964500000000015,28.10355,0.6287803169429447
526,Terry Taylor,SG,22,33,7,21.6,4.1,6.7,0.614,0.4,1.2,0.316,3.7,5.5,0.676,0.641,1.1,1.5,0.706,2.9,2.3,5.2,1.2,0.4,0.2,0.7,1.8,9.6,0.173,8.6,1.0,-0.6,-2.7,12.2,0.2,0.232,2.2,14.6,2.2,19.0,1.0,8.7,13.4,0.656,15.9,0.3,2.4,0.16,/players/t/taylote01.html,IND,0.6,0.393,1.0,0.499,0.375,0.4024390243902439,0.0853658536585365,0.2121212121212121,0,5,"[0.25309236068916235, 0.2607325163146763, 0.19981984822977386, 0.15893629810276388, 0.08690411770335542, 0.032580043307239986, 0.007934815653026814]",6-5,230,3.0,0.6,0.2607325163146763
527,Garrett Temple,SG,35,59,16,18.6,1.9,5.0,0.376,1.0,3.1,0.319,0.9,1.9,0.473,0.476,0.5,0.7,0.683,0.5,1.9,2.4,1.3,0.7,0.4,0.7,1.4,5.2,0.627,9.2,2.0,-2.5,0.3,11.8,1.0,0.139,-2.8,2.9,-0.1,8.6,1.9,11.8,7.2,0.494,13.9,-0.1,0.8,0.037,/players/t/templga01.html,NOP,4.91,0.44,0.7,0.547,0.319,0.7195121951219512,0.1951219512195122,0.2711864406779661,0,0,"[0.4928910969658869, 0.2768664081588694, 0.12481938200481721, 0.07294264045941128, 0.0289134896755432, 0.0021845376608030723, 0.0013824450746687293]",6-5,195,0.0,4.91,0.4928910969658869
528,Emanuel Terry,PF,25,3,0,6.0,0.0,1.7,0.0,0.0,0.0,,0.0,1.7,0.0,0.0,0.0,0.0,,2.7,2.3,5.0,0.7,0.3,0.0,1.7,1.3,0.0,0.0,12.2,0.0,-18.3,-5.3,40.6,0.0,0.0,-13.0,48.9,-0.1,-0.1,2.7,50.0,44.7,0.0,23.9,-0.1,-0.1,-0.256,/players/t/terryem01.html,PHO,0.085578,0.414,0.5,0.473,0.283,0.0365853658536585,0.0,0.0,0,0,"[0.508858153042709, 0.25530499168049386, 0.1178585745033192, 0.07649035310421368, 0.03459353132023393, 0.004410087245432664, 0.002484309103597058]",6-9,220,0.0,0.085578,0.508858153042709
529,Tyrell Terry,PG,21,2,0,1.5,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,-0.9,2.5,0.0,0.0,0.0,-3.4,0.0,0.0,20.0,0.0,0.0,0.0,1.0,13.7,0.0,0.0,0.222,/players/t/terryty01.html,DAL,1.603559,0.357,0.724,0.513,0.338,0.024390243902439,0.0,0.0,0,0,"[0.5215826958998613, 0.265642145986675, 0.1139631704712392, 0.06933888214648745, 0.02640145577599964, 0.0018521110017116912, 0.001219538718024423]",6-2,160,0.0,1.603559,0.5215826958998613
530,Jon Teske,C,24,3,0,2.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0,0.0,13.8,0.0,-4.8,3.7,26.8,0.0,2.0,-8.5,0.0,0.0,1.5,6.0,0.0,13.1,0.0,9.6,0.0,0.0,-0.08,/players/t/teskejo01.html,MEM,0.053176,0.409,0.75,0.511,0.336,0.0365853658536585,0.0,0.0,0,0,"[0.5216634146652585, 0.2651980028130602, 0.11389157475917529, 0.06977910210204574, 0.026396255940722677, 0.0018521110017116912, 0.001219538718024423]",7-1,265,0.0,0.053176,0.5216634146652585
531,Daniel Theis,C,29,47,27,20.8,3.2,6.2,0.519,0.7,2.3,0.308,2.5,3.9,0.641,0.576,1.0,1.5,0.681,1.3,3.6,4.9,0.9,0.4,0.7,1.0,2.4,8.2,0.368,6.3,2.9,-2.1,-0.2,18.8,1.0,0.247,-1.9,6.6,0.9,13.2,1.0,12.5,12.7,0.595,16.2,0.0,1.9,0.093,/players/t/theisda01.html,BOS,8.280351,0.522,0.613,0.577,0.333,0.573170731707317,0.3292682926829268,0.574468085106383,5,0,"[0.36811638916127964, 0.28254622431026477, 0.17183805854423512, 0.11696109864207603, 0.04809796611289971, 0.008818548762123804, 0.0036217144671217617]",6-8,245,-3.2803509999999996,8.280351,0.36811638916127964
532,Brodric Thomas,SG,25,12,0,5.0,0.7,1.5,0.444,0.2,0.8,0.222,0.5,0.8,0.667,0.5,0.3,0.4,0.6,0.2,0.7,0.8,0.9,0.1,0.1,0.5,0.6,1.8,0.5,26.0,1.5,-2.8,0.8,14.1,0.1,0.278,-3.6,3.7,0.0,10.0,0.8,22.9,9.0,0.52,19.2,0.0,0.1,0.052,/players/t/thomabr01.html,BOS,0.0,0.427,0.889,0.484,0.182,0.1463414634146341,0.0,0.0,0,0,"[0.5175727407659653, 0.262472845314211, 0.11439245114507476, 0.07118258549156627, 0.02998137076218684, 0.002739278409288401, 0.0016587281117066332]",6-5,185,0.0,0.0,0.5175727407659653
533,Cam Thomas,SG,20,67,2,17.6,3.3,7.5,0.433,0.7,2.6,0.27,2.6,4.9,0.52,0.48,1.3,1.6,0.829,0.2,2.2,2.4,1.2,0.5,0.1,0.8,1.0,8.5,0.346,9.7,0.6,-3.4,-1.4,13.1,0.8,0.209,-1.9,1.5,0.0,11.7,1.4,9.1,7.5,0.519,22.1,-0.4,0.8,0.033,/players/t/thomaca02.html,BRK,2.03628,0.351,0.846,0.509,0.35,0.8170731707317073,0.024390243902439,0.0298507462686567,0,0,"[0.4505677898280121, 0.2736703977925689, 0.13935149031586588, 0.08939768910627208, 0.03981166127545279, 0.004734825375241578, 0.002466146306586969]",6-4,210,0.0,2.03628,0.4505677898280121
534,Isaiah Thomas,PG,32,22,1,15.1,3.0,7.6,0.401,1.3,3.8,0.337,1.8,3.8,0.464,0.485,1.0,1.2,0.846,0.2,1.1,1.3,1.5,0.3,0.2,0.7,1.5,8.4,0.497,15.7,1.4,-4.5,-2.6,8.1,0.1,0.156,-1.9,1.3,0.0,12.0,1.0,7.8,4.6,0.516,24.8,-0.2,0.2,0.026,/players/t/thomais02.html,CHO,0.828115,0.682,0.5,0.652,0.342,0.2682926829268293,0.0121951219512195,0.0454545454545454,0,0,"[0.46668057471697294, 0.2627146305493809, 0.13329782371889945, 0.08738480947924575, 0.04151530435613383, 0.005424454623074273, 0.0029824025562923823]",5-9,185,0.0,0.828115,0.46668057471697294
535,Matt Thomas,SG,27,40,0,11.5,1.4,3.4,0.41,0.9,2.3,0.385,0.5,1.1,0.465,0.541,0.4,0.5,0.8,0.1,1.2,1.3,0.5,0.2,0.1,0.2,0.5,4.0,0.679,5.8,0.6,-2.6,-1.4,11.5,0.2,0.149,-1.2,0.7,0.3,9.9,0.9,5.3,6.1,0.564,14.5,-0.1,0.6,0.058,/players/t/thomama02.html,CHI,1.669178,0.453,0.786,0.541,0.278,0.4878048780487805,0.0,0.0,0,0,"[0.5161933006375862, 0.2666534307406079, 0.11581077798642223, 0.0708691346588354, 0.027140621572064955, 0.002038792794626288, 0.0012939416098559863]",6-4,190,0.0,1.669178,0.5161933006375862
536,Klay Thompson,SG,31,32,32,29.4,7.7,17.9,0.429,3.6,9.3,0.385,4.1,8.7,0.477,0.529,1.4,1.6,0.902,0.5,3.4,3.9,2.8,0.5,0.5,1.3,1.7,20.4,0.517,16.1,1.7,1.1,-1.6,12.4,1.2,0.089,2.6,1.8,0.6,16.7,0.8,6.7,7.3,0.547,29.6,0.7,1.8,0.091,/players/t/thompkl01.html,GSW,37.98072,0.379,0.69,0.515,0.242,0.3902439024390244,0.3902439024390244,1.0,30,20,"[0.06551992252254497, 0.10748750430496759, 0.1458133023304656, 0.15676650749138127, 0.1979879682327214, 0.16664161788205398, 0.15978317723586447]",6-6,215,-12.980719999999998,37.98072,0.1979879682327214
537,Tristan Thompson,PF,30,57,6,15.7,2.5,4.7,0.528,0.0,0.1,0.333,2.5,4.6,0.53,0.53,1.1,2.0,0.526,2.1,2.9,5.1,0.6,0.4,0.4,0.8,1.7,6.0,0.011,5.5,2.0,-3.1,-1.5,20.8,0.8,0.434,-1.6,14.7,0.9,14.9,1.2,12.4,17.7,0.541,17.5,-0.3,1.6,0.087,/players/t/thomptr01.html,CHI,9.946611,0.425,0.786,0.509,0.365,0.6951219512195121,0.073170731707317,0.1052631578947368,5,0,"[0.48422381158702704, 0.28023417849857896, 0.12450289100373617, 0.0780424330156732, 0.029019430628100654, 0.002543760469836435, 0.001433494797047015]",6-9,254,-4.946611000000001,9.946611,0.48422381158702704
538,JT Thor,PF,19,33,0,7.9,0.7,1.7,0.436,0.2,0.8,0.259,0.5,0.8,0.607,0.5,0.4,0.6,0.6,0.3,1.0,1.3,0.6,0.2,0.3,0.3,0.8,2.0,0.491,9.2,4.0,-3.0,0.1,13.1,0.2,0.364,-3.1,4.4,0.1,9.7,1.5,13.6,8.7,0.525,12.0,-0.1,0.3,0.058,/players/t/thorjt01.html,CHO,1.25,0.5,0.833,0.586,0.278,0.4024390243902439,0.0,0.0,0,0,"[0.5215299170072946, 0.2657011579839787, 0.11399591833642238, 0.06929990117656724, 0.02640145577599964, 0.0018521110017116912, 0.001219538718024423]",6-10,205,0.0,1.25,0.5215299170072946
539,Matisse Thybulle,SG,24,66,50,25.5,2.3,4.5,0.5,0.7,2.2,0.313,1.6,2.4,0.673,0.575,0.5,0.7,0.791,0.6,1.7,2.3,1.1,1.7,1.1,0.6,2.4,5.7,0.48,6.1,3.8,1.1,3.3,7.1,2.5,0.143,-2.2,2.8,1.2,11.2,3.4,10.9,5.0,0.594,9.5,1.3,3.7,0.107,/players/t/thybuma01.html,PHI,2.84016,0.414,0.7,0.509,0.375,0.8048780487804879,0.6097560975609756,0.7575757575757576,0,0,"[0.2509100110342513, 0.25087008031148894, 0.20506146706171743, 0.17348362143521343, 0.07644342757546854, 0.03371395803754052, 0.00951743454431847]",6-5,201,0.0,2.84016,0.2509100110342513
540,Killian Tillie,C,23,36,3,12.8,1.2,3.5,0.339,0.8,2.4,0.314,0.4,1.1,0.39,0.445,0.1,0.2,0.625,0.6,1.1,1.7,0.6,0.6,0.4,0.4,1.6,3.3,0.677,5.9,2.9,-2.7,1.1,9.1,0.6,0.063,-3.8,4.7,-0.1,7.6,2.4,9.1,6.8,0.452,12.8,-0.1,0.6,0.058,/players/t/tilliki02.html,MEM,1.901625,0.419,0.438,0.451,0.278,0.4390243902439024,0.0365853658536585,0.0833333333333333,0,0,"[0.5172077232562878, 0.2666554567673622, 0.11575784625229721, 0.07007956627719533, 0.027138894770124967, 0.001922815502436038, 0.001237697174295743]",6-9,220,0.0,1.901625,0.5172077232562878
541,Xavier Tillman Sr.,PF,23,53,2,13.2,1.8,4.1,0.454,0.2,0.9,0.204,1.7,3.2,0.527,0.477,0.9,1.3,0.648,1.2,1.8,3.0,1.2,0.9,0.3,0.6,1.2,4.8,0.227,11.6,1.9,0.7,1.8,14.5,1.2,0.329,-1.1,9.6,0.6,15.1,3.3,12.1,12.0,0.51,16.4,0.5,1.8,0.121,/players/t/tillmxa01.html,MEM,1.517981,0.571,0.769,0.608,0.0,0.6463414634146342,0.024390243902439,0.0377358490566037,0,0,"[0.4643799213969834, 0.2771480909994861, 0.1270018144180662, 0.08775302526811578, 0.035850629098736285, 0.0054899435878196755, 0.002376575230792059]",6-8,245,0.0,1.517981,0.4643799213969834
542,Isaiah Todd,PF,20,12,0,6.2,0.6,2.2,0.269,0.3,1.3,0.25,0.3,0.8,0.3,0.346,0.2,0.5,0.333,0.3,0.8,1.0,0.3,0.3,0.2,0.3,0.3,1.7,0.615,7.3,2.3,-6.9,-1.2,13.3,0.1,0.231,-5.7,4.6,-0.2,4.7,2.7,12.3,9.0,0.349,19.6,-0.1,-0.2,-0.104,/players/t/toddis01.html,WAS,1.5,0.577,0.75,0.648,0.375,0.1463414634146341,0.0,0.0,0,0,"[0.5175172796688133, 0.2621361523055282, 0.11449464528997093, 0.07140760302577132, 0.030030415805997333, 0.0027551757922112366, 0.0016587281117066332]",6-10,220,0.0,1.5,0.5175172796688133
543,Obi Toppin,PF,23,72,10,17.1,3.5,6.6,0.531,0.7,2.3,0.308,2.8,4.2,0.655,0.586,1.3,1.7,0.758,1.0,2.8,3.7,1.1,0.3,0.5,0.8,1.4,9.0,0.357,10.9,2.6,2.0,0.3,17.7,1.5,0.262,1.7,5.9,2.5,18.3,1.0,9.6,11.7,0.614,20.8,1.2,3.9,0.153,/players/t/toppiob01.html,NYK,5.10516,0.521,0.5,0.526,0.0,0.8780487804878049,0.1219512195121951,0.1388888888888889,5,5,"[0.26669196412644103, 0.26797818068099516, 0.18251668729075554, 0.15835681864091128, 0.07742502359030062, 0.03858246009230108, 0.008448865578293639]",6-9,220,0.0,5.10516,0.26797818068099516
544,Juan Toscano-Anderson,SF,28,73,6,13.6,1.6,3.2,0.489,0.4,1.2,0.322,1.2,2.0,0.588,0.549,0.5,1.0,0.571,0.4,2.0,2.4,1.7,0.7,0.2,0.9,1.6,4.1,0.37,17.6,1.6,-0.8,2.4,15.8,1.8,0.298,-3.2,3.2,0.3,11.0,2.4,20.4,9.7,0.561,14.7,0.3,2.0,0.098,/players/t/toscaju01.html,GSW,1.701593,0.456,0.542,0.5,0.231,0.8902439024390244,0.073170731707317,0.0821917808219178,0,0,"[0.48473943573973916, 0.27785889723433216, 0.12406950620276987, 0.07925591206850047, 0.029582837502621837, 0.003036869605043124, 0.001456541646992419]",6-6,209,0.0,1.701593,0.48473943573973916
545,Karl-Anthony Towns,C,26,74,74,33.5,8.7,16.4,0.529,2.0,4.9,0.41,6.6,11.5,0.58,0.591,5.2,6.3,0.822,2.6,7.2,9.8,3.6,1.0,1.1,3.1,3.6,24.6,0.301,18.0,3.2,5.0,0.5,23.6,3.2,0.385,4.5,8.2,7.1,24.1,1.4,13.7,15.7,0.64,27.8,4.4,10.3,0.199,/players/t/townska01.html,MIN,31.6506,0.667,0.875,0.741,0.342,0.902439024390244,0.902439024390244,1.0,30,30,"[0.003707882430240545, 0.01231517703099608, 0.028080656550108968, 0.03634002658537033, 0.07359948239184665, 0.3126425347529713, 0.5333142402584627]",6-11,248,0.0,31.6506,0.5333142402584627
546,Gary Trent Jr.,SG,23,70,69,35.0,6.4,15.5,0.414,3.0,7.8,0.383,3.4,7.7,0.445,0.511,2.5,2.9,0.853,0.4,2.4,2.7,2.0,1.7,0.3,1.0,2.1,18.3,0.502,8.8,0.8,0.2,0.3,7.7,2.5,0.188,-0.1,1.1,3.1,14.7,2.5,5.8,4.2,0.546,21.8,1.3,5.6,0.11,/players/t/trentga02.html,TOR,16.0,0.354,0.865,0.463,0.231,0.8536585365853658,0.8414634146341463,0.9857142857142858,15,30,"[0.023136104601834778, 0.05778568816857631, 0.11656025631339541, 0.1276368343242568, 0.2301126730623332, 0.17450146276557654, 0.2702669807640283]",6-5,209,14.0,16.0,0.2702669807640283
547,P.J. Tucker,PF,36,71,70,27.9,2.9,6.0,0.484,1.1,2.7,0.415,1.8,3.3,0.54,0.577,0.6,0.9,0.738,1.4,4.0,5.5,2.1,0.8,0.2,0.9,2.3,7.6,0.451,10.6,0.8,0.6,1.4,16.2,2.6,0.143,-0.8,5.8,2.4,11.3,1.5,12.7,11.1,0.593,11.7,1.3,5.0,0.121,/players/t/tuckepj01.html,MIA,7.0,0.786,0.333,0.751,0.342,0.8658536585365854,0.8536585365853658,0.9859154929577464,5,10,"[0.10549753304086232, 0.16531006305234705, 0.18862725098128297, 0.1856713341434677, 0.18007175123163985, 0.13111122674765693, 0.04371084080274302]",6-5,245,3.0,7.0,0.18862725098128297
548,Rayjon Tucker,SG,24,5,0,14.2,1.2,1.8,0.667,0.8,1.0,0.8,0.4,0.8,0.5,0.889,1.0,1.4,0.714,0.6,1.0,1.6,2.0,0.8,0.0,0.2,1.0,4.2,0.556,18.1,0.0,3.5,1.2,7.5,0.1,0.778,2.3,4.7,0.3,17.7,2.7,7.6,6.1,0.869,7.9,0.1,0.4,0.243,/players/t/tuckera01.html,MIL,0.220639,0.438,0.682,0.546,0.3,0.0609756097560975,0.0,0.0,0,0,"[0.45499422712581655, 0.25831004204301283, 0.12323870962582055, 0.09321425775970442, 0.04695601570639891, 0.019294003802514902, 0.003992743936730113]",6-3,209,0.0,0.220639,0.45499422712581655
549,Myles Turner,C,25,42,42,29.4,4.8,9.4,0.509,1.5,4.4,0.333,3.3,5.0,0.662,0.587,1.9,2.5,0.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9,0.466,5.1,8.3,1.4,1.4,21.3,1.4,0.267,0.1,5.8,1.7,17.4,1.1,10.9,13.4,0.615,17.1,1.1,3.1,0.12,/players/t/turnemy01.html,IND,17.5,0.469,0.615,0.504,0.0,0.5121951219512195,0.5121951219512195,1.0,15,20,"[0.07821641035807309, 0.13946133177150494, 0.19215316039411373, 0.200623332549622, 0.2225803026514002, 0.12483728438200811, 0.04212817789327831]",6-11,250,2.5,17.5,0.2225803026514002
550,Jonas Valančiūnas,C,29,74,74,30.3,6.9,12.7,0.544,0.8,2.1,0.361,6.1,10.5,0.581,0.574,3.2,3.9,0.82,3.1,8.3,11.4,2.6,0.6,0.8,2.4,3.3,17.8,0.168,14.0,2.6,1.9,-0.1,31.2,2.7,0.308,2.0,10.9,4.6,21.2,0.9,14.4,20.8,0.617,23.8,2.2,7.3,0.156,/players/v/valanjo01.html,NOP,14.0,0.405,0.747,0.51,0.326,0.902439024390244,0.902439024390244,1.0,10,25,"[0.022431861769322936, 0.058081280005300204, 0.1244633521394385, 0.15378754680649573, 0.22984835867312184, 0.2585602755428971, 0.15282732506342372]",6-11,265,11.0,14.0,0.2585602755428971
551,Denzel Valentine,SG,28,24,0,9.3,1.0,2.8,0.379,0.8,2.0,0.404,0.3,0.8,0.316,0.523,0.0,0.0,,0.4,1.4,1.8,0.5,0.3,0.0,0.5,0.8,2.9,0.712,7.0,0.0,-2.7,0.4,16.1,0.3,0.0,-3.1,4.6,-0.1,8.1,1.8,15.4,10.4,0.523,15.5,0.0,0.2,0.039,/players/v/valende01.html,UTA,1.014258,0.392,0.968,0.506,0.26,0.2926829268292683,0.0,0.0,0,0,"[0.5214081004790353, 0.2658049177700653, 0.11401397507859506, 0.06929990117656724, 0.02640145577599964, 0.0018521110017116912, 0.001219538718024423]",6-4,220,0.0,1.014258,0.5214081004790353
552,Jarred Vanderbilt,PF,22,74,67,25.4,2.9,4.9,0.587,0.0,0.2,0.143,2.8,4.7,0.605,0.59,1.2,1.8,0.656,2.9,5.5,8.4,1.3,1.3,0.6,1.0,2.4,6.9,0.039,6.7,2.4,0.2,1.0,23.9,2.9,0.363,-0.8,12.0,3.1,15.3,2.5,14.8,17.8,0.612,10.9,1.1,6.0,0.153,/players/v/vandeja01.html,MIN,4.0,0.429,0.5,0.538,0.4,0.902439024390244,0.8170731707317073,0.9054054054054054,0,5,"[0.16195630427270416, 0.219868212272767, 0.20945379269361078, 0.19357654125227083, 0.1173712912711822, 0.0750286193761117, 0.022745238861354673]",6-9,214,1.0,4.0,0.219868212272767
553,Fred VanVleet,PG,27,65,65,37.9,6.8,16.9,0.403,3.7,9.9,0.377,3.1,7.0,0.44,0.513,3.0,3.4,0.874,0.7,3.8,4.4,6.7,1.7,0.5,2.6,2.5,20.3,0.585,26.7,1.4,3.6,0.5,11.4,2.8,0.202,3.1,1.8,3.9,17.3,2.3,12.5,6.4,0.552,23.7,3.5,6.7,0.131,/players/v/vanvlfr01.html,TOR,19.675926,0.372,0.75,0.484,0.244,0.7926829268292683,0.7926829268292683,1.0,15,30,"[0.007789860327534545, 0.02603155280996891, 0.05359975099952226, 0.06054926237463584, 0.13665608680368801, 0.2537694900235288, 0.46160399666111973]",6-1,197,10.324074,19.675926,0.46160399666111973
