,Name,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,ID,Team,SalClean,FG%_,FT%_,TS%_,3P%_,G_pct,GS_pct,GS/G,Sal_class,Sal_class_predict,Sal_class_predict_proba,Height,Weight,Surplus_value,SalFinal,Max_proba
478,Jeremiah Robinson-Earl,C,21,49,36,22.2,2.7,6.6,0.414,1.2,3.4,0.352,1.6,3.2,0.478,0.503,0.8,1.1,0.741,1.5,4.1,5.6,1.0,0.6,0.3,0.8,1.5,7.5,0.509,6.7,1.3,-2.2,-0.3,19.1,1.0,0.167,-1.9,7.0,0.4,11.7,1.3,10.1,13.0,0.526,15.4,-0.1,1.5,0.065,/players/r/robinje02.html,OKC,2.0,0.461,0.611,0.553,0.326,0.5975609756097561,0.4390243902439024,0.7346938775510204,0,0,"[0.3354259940288799, 0.2688743390096781, 0.1838745195066412, 0.13155684239681315, 0.060566648411328534, 0.014465745355659327, 0.005235911290998076]",6-9,230,0.0,2.0,0.3354259940288799
479,Isaiah Roby,PF,23,45,28,21.1,3.7,7.2,0.514,1.0,2.2,0.444,2.7,5.0,0.545,0.582,1.7,2.6,0.672,1.7,3.2,4.8,1.6,0.8,0.8,1.0,2.4,10.1,0.307,12.1,3.3,0.6,0.2,15.6,1.1,0.359,0.4,8.0,1.8,18.3,1.8,10.3,11.8,0.607,19.0,0.6,2.9,0.147,/players/r/robyis01.html,OKC,1.782621,0.427,0.832,0.535,0.293,0.5487804878048781,0.3414634146341463,0.6222222222222222,0,5,"[0.24915426609491267, 0.2743958933543685, 0.20343075032147173, 0.16302456934394535, 0.08079416078615098, 0.02164330744098604, 0.007557052658163664]",6-8,230,3.0,1.782621,0.2743958933543685
480,Rajon Rondo,PG,35,39,1,17.9,1.7,4.5,0.386,0.8,2.3,0.352,0.9,2.3,0.42,0.474,0.5,0.7,0.731,0.4,2.4,2.8,4.4,0.8,0.2,1.7,1.4,4.8,0.5,33.1,0.8,-1.7,0.7,14.4,0.8,0.148,-2.4,2.4,-0.1,10.9,2.1,26.6,8.5,0.496,16.0,0.1,0.7,0.048,/players/r/rondora01.html,CLE,7.5,0.408,0.814,0.58,0.39,0.4756097560975609,0.0121951219512195,0.0256410256410256,5,0,"[0.5021602575395865, 0.27461965552726414, 0.12098239079432274, 0.07148303571098943, 0.027505316561340858, 0.001981764338202915, 0.001267579528293004]",6-1,180,-2.5,7.5,0.5021602575395865
481,Derrick Rose,PG,33,26,4,24.5,4.7,10.5,0.445,1.4,3.5,0.402,3.3,7.0,0.467,0.513,1.2,1.2,0.968,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6,12.0,0.336,27.5,1.9,2.3,0.0,9.8,0.7,0.113,2.3,3.5,0.8,16.9,1.7,11.9,6.6,0.541,22.5,0.7,1.4,0.108,/players/r/rosede01.html,NYK,13.44512,0.45,0.763,0.53,0.358,0.3170731707317073,0.048780487804878,0.1538461538461538,10,15,"[0.16841982852545623, 0.21098451167646803, 0.21178186074625321, 0.21221680381321745, 0.1257756342007928, 0.05561070028938618, 0.015210660748426705]",6-2,200,1.5548800000000007,13.44512,0.21221680381321745
482,Terrence Ross,SG,30,63,0,23.0,3.5,8.8,0.397,1.2,4.2,0.292,2.3,4.6,0.493,0.467,1.8,2.1,0.862,0.3,2.2,2.6,1.8,0.4,0.2,1.2,1.1,10.0,0.477,12.5,0.8,-3.7,-1.1,10.3,0.9,0.235,-2.5,1.5,-0.5,10.0,0.9,10.9,5.9,0.515,20.5,-0.6,0.3,0.011,/players/r/rosste01.html,ORL,12.5,0.416,0.852,0.563,0.425,0.7682926829268293,0.0,0.0,10,0,"[0.3323930053850968, 0.24924870361922533, 0.1861979686298977, 0.13412962011584278, 0.07355230282207459, 0.017994455371160106, 0.006483944056700546]",6-6,206,-7.5,12.5,0.3323930053850968
483,Terry Rozier,SG,27,73,73,33.7,7.1,16.0,0.444,3.0,8.1,0.374,4.1,7.9,0.516,0.539,2.1,2.4,0.852,0.8,3.5,4.3,4.5,1.3,0.3,1.3,1.6,19.3,0.508,19.7,1.0,1.7,-0.7,11.3,1.6,0.151,2.4,2.4,4.3,17.6,1.8,7.2,6.8,0.566,23.2,2.3,5.9,0.115,/players/r/roziete01.html,CHO,17.905263,0.416,0.804,0.544,0.341,0.8902439024390244,0.8902439024390244,1.0,15,30,"[0.01629352745506817, 0.0474575858956155, 0.09910586088796851, 0.11687270925456776, 0.22439215282600117, 0.24172569062795132, 0.2541524730528275]",6-1,190,12.094736999999999,17.905263,0.2541524730528275
484,Ricky Rubio,PG,31,34,8,28.5,4.4,12.1,0.363,1.7,5.1,0.339,2.6,7.0,0.38,0.434,2.6,3.0,0.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1,0.423,34.6,0.6,0.2,1.2,14.1,1.4,0.251,-1.0,1.7,-0.1,14.0,2.5,16.5,8.0,0.488,24.9,0.5,1.3,0.064,/players/r/rubiori01.html,IND,17.8,0.401,0.769,0.501,0.286,0.4146341463414634,0.0975609756097561,0.2352941176470588,15,10,"[0.1841384180463037, 0.18624473344611855, 0.20129545119872239, 0.20087654483713402, 0.14050508675974643, 0.06338051156879132, 0.023559254143182936]",6-2,190,-2.8000000000000007,17.8,0.20129545119872239
485,D'Angelo Russell,PG,25,65,65,32.0,6.2,15.0,0.411,2.7,8.0,0.34,3.5,7.0,0.492,0.502,3.0,3.7,0.825,0.4,2.9,3.3,7.1,1.0,0.3,2.5,2.0,18.1,0.531,33.1,1.0,0.8,-1.5,10.1,1.5,0.246,2.2,1.3,2.9,16.3,1.4,13.2,5.6,0.544,25.1,1.4,4.4,0.101,/players/r/russeda01.html,MIN,30.0135,0.439,0.57,0.47,0.203,0.7926829268292683,0.7926829268292683,1.0,30,20,"[0.023726053914594872, 0.05991591142978397, 0.12375282719585984, 0.14147655977399473, 0.252039476025954, 0.23229425673705084, 0.1667949149227631]",6-4,193,-5.0135000000000005,30.0135,0.252039476025954
486,Matt Ryan,SF,24,1,0,5.0,1.0,5.0,0.2,1.0,5.0,0.2,0.0,0.0,,0.3,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,-13.7,-3.8,0.0,0.0,0.0,-9.9,0.0,0.0,3.5,9.9,0.0,0.0,0.3,44.0,0.0,0.0,-0.25,/players/r/ryanma01.html,BOS,0.0,0.554,0.776,0.58,0.0,0.0121951219512195,0.0,0.0,0,0,"[0.5057583466797019, 0.25346947904244793, 0.11816130882177334, 0.0764465418636138, 0.036474952540748375, 0.005197791817858343, 0.004491579233855167]",6-7,215,0.0,0.0,0.5057583466797019
487,Domantas Sabonis,C,25,62,61,34.5,7.1,12.5,0.573,0.6,2.0,0.312,6.5,10.5,0.623,0.598,4.0,5.4,0.741,3.2,8.9,12.1,5.2,1.0,0.4,3.1,3.3,18.9,0.162,23.6,1.1,4.1,0.9,29.0,1.8,0.429,3.2,10.3,5.3,21.9,1.3,17.5,19.5,0.637,22.3,3.2,7.1,0.159,/players/s/sabondo01.html,SAC,18.5,0.489,0.667,0.587,0.382,0.7560975609756098,0.7439024390243902,0.9838709677419356,15,30,"[0.008529811453183805, 0.025772467060237246, 0.05295826451813086, 0.06302551410110356, 0.13189594086882067, 0.2578823867480591, 0.4599356152504623]",6-11,240,11.5,18.5,0.4599356152504623
488,Olivier Sarr,C,22,22,2,19.1,2.6,4.6,0.574,0.6,1.3,0.448,2.0,3.3,0.625,0.639,1.1,1.3,0.828,1.5,2.7,4.2,0.9,0.3,0.7,1.0,2.4,7.0,0.287,6.9,3.3,-4.0,-1.3,14.6,0.3,0.287,-2.7,8.2,0.7,14.0,0.7,16.2,11.4,0.672,13.9,-0.2,1.0,0.116,/players/s/sarrol01.html,OKC,0.106352,0.444,0.833,0.537,0.364,0.2682926829268293,0.024390243902439,0.0909090909090909,0,0,"[0.4788433435624028, 0.28183763419141794, 0.12966895295855402, 0.07623453518543262, 0.029753627423013296, 0.0023073525273312433, 0.0013545541518479019]",7-0,237,0.0,0.106352,0.4788433435624028
489,Tomáš Satoranský,SG,30,55,13,16.5,1.3,3.5,0.377,0.2,1.0,0.208,1.1,2.5,0.442,0.406,0.8,1.0,0.796,0.5,1.8,2.3,3.3,0.5,0.1,0.8,1.3,3.6,0.277,27.0,0.5,-3.6,-0.3,12.1,0.6,0.283,-3.3,3.3,0.5,10.2,1.6,17.6,7.7,0.461,12.6,-0.4,1.0,0.056,/players/s/satorto01.html,WAS,10.0,0.417,0.833,0.57,0.388,0.6707317073170732,0.1585365853658536,0.2363636363636363,10,0,"[0.509165866703923, 0.269347687539772, 0.11921370752212021, 0.0712307049904426, 0.0277631846278787, 0.001991767041117708, 0.0012870815747450402]",6-7,210,-5.0,10.0,0.509165866703923
490,Jordan Schakel,SG,23,4,0,7.5,0.3,2.8,0.091,0.3,1.5,0.167,0.0,1.3,0.0,0.136,0.5,0.5,1.0,0.5,1.5,2.0,0.0,0.3,0.0,0.3,0.0,1.3,0.545,0.0,0.0,-13.0,-4.4,21.8,0.0,0.182,-8.6,7.5,-0.2,-1.2,1.6,7.8,14.8,0.21,19.1,-0.1,-0.1,-0.204,/players/s/schakjo01.html,WAS,0.053176,0.467,0.78,0.559,0.381,0.048780487804878,0.0,0.0,0,0,"[0.518091679648563, 0.2625837653739157, 0.11439621383340276, 0.07118845753221525, 0.029589886039861242, 0.0025664073327633314, 0.0015835902392776872]",6-6,200,0.0,0.053176,0.518091679648563
491,Admiral Schofield,SF,24,38,1,12.3,1.4,3.4,0.419,0.7,2.1,0.329,0.7,1.3,0.56,0.519,0.3,0.4,0.8,0.4,1.9,2.3,0.7,0.1,0.1,0.6,1.5,3.8,0.612,7.9,1.0,-5.4,-1.2,16.3,0.3,0.116,-4.2,3.8,-0.1,7.5,0.4,13.4,10.0,0.538,14.5,-0.4,0.3,0.027,/players/s/schofad01.html,ORL,0.471156,0.492,0.528,0.554,0.333,0.4634146341463415,0.0121951219512195,0.0263157894736842,0,0,"[0.5213093903612583, 0.2658376366137452, 0.1139560204967626, 0.06939623068898416, 0.026424154140530603, 0.0018570289806933993, 0.001219538718024423]",6-5,241,0.0,0.471156,0.5213093903612583
492,Dennis Schröder,SG,28,64,29,28.7,4.9,11.3,0.431,1.3,3.9,0.344,3.5,7.4,0.477,0.49,2.5,2.9,0.853,0.5,2.8,3.3,4.6,0.8,0.1,2.2,2.4,13.5,0.345,24.2,0.4,-1.9,-0.4,10.5,1.9,0.254,-1.5,2.0,1.0,13.0,1.4,15.1,6.3,0.539,22.6,0.0,2.9,0.076,/players/s/schrode01.html,HOU,5.89,0.482,0.664,0.582,0.344,0.7804878048780488,0.3536585365853658,0.453125,5,15,"[0.1906946404898791, 0.18224441563666288, 0.19967778121539115, 0.19979064731840898, 0.13909379025877944, 0.06693403852645535, 0.021564686554422403]",6-3,172,9.11,5.89,0.19979064731840898
493,Tre Scott,SF,25,2,0,5.5,1.5,3.0,0.5,0.0,0.5,0.0,1.5,2.5,0.6,0.5,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,3.0,0.167,0.0,8.1,-3.0,1.8,9.8,0.0,0.0,-4.8,10.3,0.0,20.4,4.5,0.0,10.1,0.5,24.1,0.0,0.0,0.138,/players/s/scotttr01.html,CLE,0.053176,0.556,0.5,0.578,0.222,0.024390243902439,0.0,0.0,0,0,"[0.5087354842098404, 0.2553129755730688, 0.11787198345403041, 0.0764252566327611, 0.03470035264094161, 0.004450496947797554, 0.0025034505415593745]",6-8,225,0.0,0.053176,0.5087354842098404
494,Jay Scrubb,SG,21,18,0,6.7,1.0,2.6,0.391,0.3,1.2,0.286,0.7,1.4,0.48,0.457,0.4,0.6,0.7,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7,0.457,9.7,2.1,-4.8,-0.4,11.9,0.1,0.217,-4.4,1.8,-0.1,9.3,1.6,12.2,7.0,0.486,20.8,-0.1,0.0,0.002,/players/s/scrubja01.html,LAC,0.0,0.396,0.741,0.535,0.368,0.2195121951219512,0.0,0.0,0,0,"[0.5157831403263596, 0.260601777305691, 0.11465447377396597, 0.07223102124847333, 0.03159916281003764, 0.003202167211142612, 0.0019282573243287336]",6-5,220,0.0,0.0,0.5157831403263596
495,Wayne Selden,SG,27,3,0,6.3,0.3,1.3,0.25,0.3,0.7,0.5,0.0,0.7,0.0,0.375,0.7,1.3,0.5,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7,0.5,7.2,0.0,-5.9,-1.6,5.8,0.0,1.0,-4.3,0.0,0.0,4.3,0.0,0.0,2.8,0.434,13.3,0.0,0.0,0.016,/players/s/seldewa01.html,NYK,0.785102,0.45,0.678,0.545,0.331,0.0365853658536585,0.0,0.0,0,0,"[0.521739040023634, 0.2655335753573897, 0.11392482712897076, 0.06932945199426846, 0.02640145577599964, 0.0018521110017116912, 0.001219538718024423]",6-5,230,0.0,0.785102,0.521739040023634
496,Alperen Şengün,C,19,72,13,20.7,3.5,7.3,0.474,0.4,1.6,0.248,3.1,5.7,0.539,0.502,2.3,3.2,0.711,1.9,3.5,5.5,2.6,0.8,0.9,2.0,3.0,9.6,0.223,19.1,4.1,-1.0,0.6,18.9,1.3,0.442,-1.6,10.1,0.8,16.0,1.9,18.8,14.5,0.552,22.0,0.4,2.1,0.068,/players/s/sengual01.html,HOU,3.21468,0.443,0.776,0.565,0.386,0.8780487804878049,0.1585365853658536,0.1805555555555555,0,0,"[0.3375599088560351, 0.2716973083133408, 0.18209889248171718, 0.12736226387424598, 0.06334725318964021, 0.012993266874261158, 0.0049411064107578815]",6-9,235,0.0,3.21468,0.3375599088560351
497,Collin Sexton,SG,23,11,11,28.7,6.2,13.7,0.45,1.0,4.1,0.244,5.2,9.6,0.538,0.487,2.6,3.5,0.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0,0.298,11.9,0.0,-4.1,-0.6,7.9,0.3,0.258,-3.5,4.6,-0.4,11.2,1.6,15.6,6.3,0.523,27.9,-0.2,-0.1,-0.009,/players/s/sextoco01.html,CLE,6.349671,0.418,0.659,0.494,0.328,0.1341463414634146,0.1341463414634146,1.0,5,20,"[0.14997724542608712, 0.12964356241174163, 0.16652137604798106, 0.16321776814768701, 0.21212638403117556, 0.11904656305911451, 0.05946710087621266]",6-1,190,13.650329,6.349671,0.21212638403117556
498,Landry Shamet,SG,24,69,14,20.8,2.8,7.0,0.394,1.8,4.8,0.368,1.0,2.2,0.45,0.521,1.0,1.2,0.84,0.2,1.6,1.8,1.6,0.4,0.1,0.6,1.3,8.3,0.689,9.7,0.6,-1.2,-0.4,8.0,1.5,0.167,-0.9,1.2,1.1,10.2,0.9,7.3,4.7,0.55,16.8,0.3,2.6,0.085,/players/s/shamela01.html,PHO,3.768342,0.43,0.845,0.525,0.385,0.8414634146341463,0.1707317073170731,0.2028985507246377,0,0,"[0.33087972054721193, 0.2895033479904901, 0.1800027407430399, 0.1262064862589023, 0.05758065772403129, 0.011381376165533403, 0.00444567057079052]",6-4,190,0.0,3.768342,0.33087972054721193
499,Day'Ron Sharpe,PF,20,32,8,12.2,2.7,4.7,0.577,0.1,0.2,0.286,2.6,4.4,0.592,0.584,0.8,1.3,0.585,2.5,2.5,5.0,0.5,0.3,0.5,0.9,1.9,6.2,0.047,6.7,3.4,-2.8,-2.5,21.4,0.5,0.275,-0.3,23.2,0.8,20.7,1.2,15.2,22.3,0.593,21.7,-0.1,1.2,0.152,/players/s/sharpda01.html,BRK,2.00904,0.45,0.793,0.548,0.427,0.3902439024390244,0.0975609756097561,0.25,0,0,"[0.4261562936214125, 0.2685072323412922, 0.13739744225347353, 0.10270070822189716, 0.051835662227414474, 0.00920671940446389, 0.00419594193004506]",6-11,265,0.0,2.00904,0.4261562936214125
500,Pascal Siakam,PF,27,68,68,37.9,8.8,17.8,0.494,1.1,3.2,0.344,7.7,14.5,0.527,0.525,4.2,5.6,0.749,1.9,6.6,8.5,5.3,1.3,0.6,2.7,3.3,22.8,0.181,23.0,1.6,3.5,0.8,20.1,3.2,0.314,2.7,5.1,4.9,20.3,1.6,11.6,12.2,0.565,25.8,3.6,8.1,0.151,/players/s/siakapa01.html,TOR,33.003936,0.623,0.645,0.642,0.333,0.8292682926829268,0.8292682926829268,1.0,30,30,"[0.003212189747058907, 0.013549478074582748, 0.026864830625385427, 0.033028615942210106, 0.07909272813211016, 0.26045341372011926, 0.5837987437585284]",6-9,230,0.0,33.003936,0.5837987437585284
501,Chris Silva,PF,25,10,0,9.1,0.8,1.5,0.533,0.0,0.0,,0.8,1.5,0.533,0.533,1.0,1.2,0.833,1.3,2.3,3.6,0.7,0.0,0.1,0.8,2.0,2.6,0.0,10.6,1.2,-4.9,0.1,28.2,0.1,0.8,-5.0,16.5,0.1,11.6,0.0,28.3,22.4,0.641,13.8,-0.1,0.3,0.137,/players/s/silvach01.html,MIA,0.47965,0.427,0.72,0.539,0.33,0.1219512195121951,0.0,0.0,0,0,"[0.521739040023634, 0.2655335753573897, 0.11392482712897076, 0.06932945199426846, 0.02640145577599964, 0.0018521110017116912, 0.001219538718024423]",6-8,234,0.0,0.47965,0.521739040023634
502,Marko Simonovic,C,22,9,0,3.9,0.4,1.7,0.267,0.1,0.6,0.2,0.3,1.1,0.3,0.3,0.9,1.2,0.727,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9,0.333,0.0,2.5,-11.1,-5.0,16.0,0.0,0.733,-6.1,16.2,0.0,10.2,1.4,9.2,16.1,0.428,27.5,-0.1,0.0,-0.011,/players/s/simonma01.html,CHI,0.925258,0.425,0.818,0.546,0.388,0.1097560975609756,0.0,0.0,0,0,"[0.5063802979272718, 0.2538805943599931, 0.11839821869741333, 0.0766160027223073, 0.036527893652481894, 0.0051435007255757285, 0.0030534919149557585]",6-11,216,0.0,0.925258,0.5063802979272718
503,Anfernee Simons,SG,22,57,30,29.5,6.2,14.0,0.443,3.1,7.8,0.405,3.1,6.2,0.49,0.555,1.8,2.0,0.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,1.9,17.3,0.555,22.2,0.4,-0.7,-2.7,8.5,-0.1,0.146,1.9,1.6,2.0,15.3,0.9,11.9,4.9,0.583,24.8,0.5,1.9,0.055,/players/s/simonan01.html,POR,3.938818,0.406,0.9,0.568,0.351,0.6951219512195121,0.3658536585365853,0.5263157894736842,0,15,"[0.1299525892081914, 0.16341203728965586, 0.19377582330615772, 0.211665010705435, 0.17208845533010425, 0.09358741337793287, 0.03551867078252275]",6-3,181,11.061182,3.938818,0.211665010705435
504,Zavier Simpson,PG,24,4,4,43.5,4.8,13.0,0.365,0.3,2.0,0.125,4.5,11.0,0.409,0.375,1.3,1.3,1.0,0.5,4.8,5.3,7.5,1.3,1.0,2.5,3.8,11.0,0.154,25.2,2.1,-7.9,-1.9,11.4,0.1,0.096,-6.0,1.2,-0.2,7.7,1.4,15.6,6.2,0.406,15.9,-0.3,-0.1,-0.018,/players/s/simpsza01.html,OKC,0.053176,0.455,0.83,0.567,0.386,0.048780487804878,0.048780487804878,1.0,0,0,"[0.180421376897077, 0.15012198051374911, 0.159287559464663, 0.12357922919478659, 0.17674286589279564, 0.08744424124535027, 0.12240274679157849]",6-0,190,0.0,0.053176,0.180421376897077
505,Jericho Sims,PF,23,41,5,13.5,1.0,1.3,0.722,0.0,0.0,,1.0,1.3,0.722,0.722,0.3,0.7,0.414,1.5,2.6,4.1,0.5,0.3,0.5,0.5,1.6,2.2,0.0,5.3,3.9,-1.7,1.1,21.3,0.8,0.537,-2.8,11.6,0.7,11.6,1.0,23.1,16.4,0.674,6.9,0.0,1.5,0.128,/players/s/simsje01.html,NYK,0.0,0.591,0.667,0.615,0.154,0.5,0.0609756097560975,0.1219512195121951,0,0,"[0.4992329609066785, 0.27397701500326244, 0.11959614198179586, 0.07516805331876222, 0.02832459968419322, 0.0023129876319540298, 0.0013882414733529475]",6-10,245,0.0,0.0,0.4992329609066785
506,Deividas Sirvydis,SG,21,3,0,9.0,0.3,3.3,0.1,0.3,2.3,0.143,0.0,1.0,0.0,0.15,0.0,0.0,,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0,0.7,4.9,3.3,-8.7,2.2,25.3,0.1,0.0,-10.8,0.0,-0.1,0.1,5.4,0.0,12.0,0.15,15.9,0.0,-0.1,-0.139,/players/s/sirvyde01.html,DET,1.603559,0.431,0.793,0.551,0.391,0.0365853658536585,0.0,0.0,0,0,"[0.5216427479685858, 0.265529252138651, 0.11392637844019907, 0.06942851595682695, 0.02640145577599964, 0.0018521110017116912, 0.001219538718024423]",6-8,190,0.0,1.603559,0.5216427479685858
507,Javonte Smart,PG,22,17,1,11.8,1.1,3.5,0.317,0.5,1.6,0.296,0.6,1.9,0.333,0.383,0.3,0.4,0.833,0.3,1.1,1.4,0.9,0.4,0.2,0.6,0.7,3.0,0.45,10.4,1.5,-6.6,-0.8,10.0,0.2,0.1,-5.9,2.7,-0.3,5.1,1.5,14.9,6.5,0.407,15.9,-0.2,-0.2,-0.038,/players/s/smartja01.html,MIA,0.0,0.371,0.8,0.486,0.324,0.2073170731707317,0.0121951219512195,0.0588235294117647,0,0,"[0.5212530522129076, 0.265530527539176, 0.11403884173202773, 0.06958480021881536, 0.026504767167474252, 0.0018654592028611561, 0.0012225519267364782]",6-4,205,0.0,0.0,0.5212530522129076
508,Marcus Smart,PG,27,71,71,32.3,4.2,10.1,0.418,1.7,5.1,0.331,2.5,5.0,0.506,0.501,2.0,2.5,0.793,0.6,3.2,3.8,5.9,1.7,0.3,2.2,2.3,12.1,0.501,25.6,0.7,0.5,1.7,10.5,3.7,0.249,-1.2,2.0,1.9,13.6,2.6,16.6,6.4,0.54,18.3,1.5,5.6,0.116,/players/s/smartma01.html,BOS,13.839285,0.506,0.778,0.625,0.493,0.8658536585365854,0.8658536585365854,1.0,10,20,"[0.0681094081363458, 0.0950222822052399, 0.16198670819845715, 0.16759568317115867, 0.2419777480859937, 0.19320831711885142, 0.07209985308395318]",6-3,220,6.160715,13.839285,0.2419777480859937
509,Dennis Smith Jr.,PG,24,37,4,17.2,2.1,5.1,0.418,0.2,0.7,0.222,2.0,4.4,0.451,0.434,1.1,1.7,0.656,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6,0.143,30.5,1.9,-1.7,1.2,12.2,0.5,0.339,-2.8,3.3,-0.1,13.2,3.4,19.0,7.6,0.474,18.2,0.1,0.4,0.031,/players/s/smithde03.html,POR,1.789256,0.411,0.833,0.529,0.393,0.4512195121951219,0.048780487804878,0.1081081081081081,0,0,"[0.495018559975535, 0.27618089734711754, 0.12331843280629999, 0.07321336653533397, 0.028812907328312414, 0.0021297296189710423, 0.0013261063884296783]",6-2,205,0.0,1.789256,0.495018559975535
510,Ish Smith,PG,33,65,1,17.3,2.8,6.6,0.43,0.4,1.0,0.373,2.5,5.6,0.441,0.459,0.2,0.4,0.625,0.4,1.8,2.2,3.8,0.7,0.4,1.2,1.2,6.3,0.156,31.5,1.8,-2.9,-0.6,11.1,0.9,0.056,-2.2,2.4,-0.3,12.5,2.0,15.0,6.8,0.465,20.1,-0.2,0.5,0.023,/players/s/smithis01.html,WAS,4.5,0.565,0.781,0.622,0.2,0.7926829268292683,0.0121951219512195,0.0153846153846153,0,0,"[0.48758090690329453, 0.27507883977954783, 0.12488957098712646, 0.07528937868731847, 0.03222115006281226, 0.0031236248991755103, 0.0018165286807246494]",6-0,175,0.0,4.5,0.48758090690329453
511,Jalen Smith,PF,21,51,8,18.1,3.5,6.9,0.503,0.8,2.4,0.328,2.7,4.5,0.596,0.56,1.5,2.0,0.765,2.0,4.0,6.0,0.5,0.3,0.8,0.8,1.9,9.2,0.349,3.9,3.9,-0.5,-1.4,24.5,1.1,0.291,0.9,12.0,1.7,18.4,0.8,9.6,18.2,0.595,20.3,0.3,2.8,0.145,/players/s/smithja04.html,IND,4.458,0.414,0.667,0.527,0.362,0.6219512195121951,0.0975609756097561,0.1568627450980392,0,0,"[0.3394647204729726, 0.2796574946396156, 0.16538673357570624, 0.12660683466381872, 0.0669966969354437, 0.01623753495878017, 0.00564998475366259]",6-10,215,0.0,4.458,0.3394647204729726
512,Xavier Sneed,SF,24,9,0,4.3,0.2,1.1,0.2,0.1,0.9,0.125,0.1,0.2,0.5,0.25,0.0,0.0,,0.2,0.4,0.7,0.1,0.0,0.0,0.0,0.2,0.6,0.8,3.3,0.0,-10.6,-3.7,10.9,0.0,0.0,-6.9,5.5,-0.1,0.4,0.0,0.0,8.3,0.25,11.0,-0.1,0.0,-0.056,/players/s/sneedxa01.html,UTA,0.053176,0.405,0.62,0.518,0.341,0.1097560975609756,0.0,0.0,0,0,"[0.5217387262931389, 0.26523948783966117, 0.11386106163866713, 0.06969281856807256, 0.026396255940722677, 0.0018521110017116912, 0.001219538718024423]",6-5,215,0.0,0.053176,0.5217387262931389
513,Tony Snell,SG,30,53,12,15.5,1.3,3.2,0.404,0.8,2.4,0.352,0.5,0.8,0.558,0.535,0.1,0.1,1.0,0.3,1.6,1.9,0.5,0.3,0.2,0.4,1.3,3.5,0.749,4.7,1.1,-4.2,-0.8,12.0,0.2,0.023,-3.4,2.1,0.2,6.3,1.0,9.9,6.9,0.541,10.1,-0.5,0.4,0.023,/players/s/snellto01.html,NOP,2.389641,0.426,0.689,0.51,0.377,0.6463414634146342,0.1463414634146341,0.2264150943396226,0,0,"[0.5141967787440453, 0.26703175605835505, 0.11735498019357322, 0.07084850960264225, 0.027350629304373, 0.0019511560009014405, 0.0012661900961087053]",6-6,213,0.0,2.389641,0.5141967787440453
514,Jaden Springer,SG,19,2,0,3.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,30.0,17.1,8.8,18.3,0.0,0.0,8.3,18.9,0.0,26.4,0.0,50.0,18.6,1.0,15.0,0.0,0.0,0.138,/players/s/sprinja01.html,PHI,2.02368,0.347,0.346,0.429,0.258,0.024390243902439,0.0,0.0,0,0,"[0.440858410190123, 0.24701492611197687, 0.11759340863536628, 0.0874820977277507, 0.04527459017968881, 0.029251768721739072, 0.03252479843335378]",6-4,204,0.0,2.02368,0.440858410190123
515,Cassius Stanley,SG,22,9,1,17.2,2.1,5.1,0.413,0.4,1.9,0.235,1.7,3.2,0.517,0.457,1.1,1.1,1.0,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8,0.37,3.9,1.2,-5.8,-1.0,10.3,0.1,0.217,-4.9,3.3,0.0,8.0,1.6,10.6,6.6,0.516,15.6,-0.2,0.1,0.021,/players/s/stanlca01.html,DET,0.256734,0.4,1.0,0.558,0.429,0.1097560975609756,0.0121951219512195,0.1111111111111111,0,0,"[0.4987549335995608, 0.2757018347889809, 0.12212423443498932, 0.07213382314828591, 0.027990772946308837, 0.002021376829075686, 0.0012730242527979468]",6-5,190,0.0,0.256734,0.4987549335995608
